text,language,label,domain,family,phrase,phrase_group
Ndashaka kugirwa inama ku mazi yo kunywa kuva ijoro ryashize bikarushaho nijoro. Murakoze.,kinyarwanda,ROUTINE,preventive,kinyarwanda->kinyarwanda:ROUTINE:preventive,Ndashaka kugirwa inama ku mazi yo kunywa.,Ndashaka kugirwa inama ku mazi yo kunywa.
"Mfasha vuba, umutima uratera cyane kandi nkumva umeze nk'aho uhagarara kuva hashize icyumweru biragenda bikagaruka. Ni imiti ki nafata?",kinyarwanda,CRITICAL,cardiac_respiratory,kinyarwanda->kinyarwanda:CRITICAL:cardiac_respiratory,umutima uratera cyane kandi nkumva umeze nk'aho uhagarara,umutima uratera cyane kandi nkumva umeze nk'aho uhagarara
"Mfasha vuba, ndashaka guhabwa inzitiramubu kuva mu gitondo biragenda bikagaruka. Naje mvuye kure.",kinyarwanda,ROUTINE,preventive,kinyarwanda->kinyarwanda:ROUTINE:preventive,Ndashaka guhabwa inzitiramubu.,Ndashaka guhabwa inzitiramubu.
Mfite ikibazo cyo guhumeka nabi cyane kuva mu gitondo bikarushaho nijoro. Ese ibi birakomeye?,kinyarwanda,CRITICAL,cardiac_respiratory,kinyarwanda->kinyarwanda:CRITICAL:cardiac_respiratory,Mfite ikibazo cyo guhumeka nabi cyane.,Mfite ikibazo cyo guhumeka nabi cyane.
"Ndakeneye ubufasha, umwana wanjye afite umuhaha kuva hashize iminsi itatu. Ndakeneye ubufasha vuba.",kinyarwanda,URGENT,paediatric,kinyarwanda->kinyarwanda:URGENT:paediatric,{REL} afite umuhaha.,Mfite umuhaha.
"Mfasha vuba, umuturanyi wanjye aratwite kandi umutwe uramubabaza cyane, kandi ntashobora kureba neza kuva hashize iminsi ibiri kandi sinshobora gusinzira. Ndakeneye ubufasha vuba.",kinyarwanda,CRITICAL,obstetric,kinyarwanda->kinyarwanda:CRITICAL:obstetric,"{REL} aratwite kandi umutwe uramubabaza cyane, kandi ntashobora kureba neza.","Ndatwite, umutwe urandya cyane kandi sinshobora kureba neza."
"Muganga, umugabo wanjye afite igikomere cyanduye, kiratukura kandi kirimo amashyira kuva ejo kandi birushaho kuba bibi. Ntegereze cyangwa nsuzumwe ubu?",kinyarwanda,URGENT,haemorrhage_trauma,kinyarwanda->kinyarwanda:URGENT:haemorrhage_trauma,"{REL} afite igikomere cyanduye, kiratukura kandi kirimo amashyira.","mfite igikomere cyanduye, kiratukura kandi kirimo amashyira"
Ndashaka kukubwira ikibazo mfite. Mfite umuriro mwinshi kandi nagagaye kuva ubu gitondo cya kare bikarushaho nijoro. Mfasha muganga.,kinyarwanda,CRITICAL,infectious_fever,kinyarwanda->kinyarwanda:CRITICAL:infectious_fever,Mfite umuriro mwinshi kandi nagagaye.,Mfite umuriro mwinshi kandi nagagaye.
"Nyabuneka, ndashaka gukomeza kujya kwa muganga kwisuzumisha kuva hashize iminsi ibiri. Abandi bana na bo bafite iki kibazo. Ntabasha kubona amafaranga yo kongera kuza kwa muganga.",kinyarwanda,ROUTINE,chronic_care,kinyarwanda->kinyarwanda:ROUTINE:chronic_care,ndashaka gukomeza kujya kwa muganga kwisuzumisha,ndashaka gukomeza kujya kwa muganga kwisuzumisha
"Ndakeneye ubufasha, umutima uratera cyane kandi nkumva umeze nk'aho uhagarara kuva hashize icyumweru bikarushaho nijoro. Ni imiti ki nafata?",kinyarwanda,CRITICAL,cardiac_respiratory,kinyarwanda->kinyarwanda:CRITICAL:cardiac_respiratory,umutima uratera cyane kandi nkumva umeze nk'aho uhagarara,umutima uratera cyane kandi nkumva umeze nk'aho uhagarara
Ndashaka kukubwira ikibazo mfite. Ndatwite kandi ndaruka ibyo ndya byose kuva mu gitondo biragenda bikagaruka. Ndakeneye ubufasha vuba.,kinyarwanda,URGENT,obstetric,kinyarwanda->kinyarwanda:URGENT:obstetric,Ndatwite kandi ndaruka ibyo ndya byose.,Ndatwite kandi ndaruka ibyo ndya byose.
"Muraho, iyo maze kurya numva mu nda ntameze neza kuva ejo nta miti imfasha. Ntabasha kubona amafaranga yo kongera kuza kwa muganga.",kinyarwanda,ROUTINE,gastrointestinal,kinyarwanda->kinyarwanda:ROUTINE:gastrointestinal,iyo maze kurya numva mu nda ntameze neza,"Iyo {REL} amaze kurya, yumva inda itameze neza."
Iyo mpumetse cyane mu gituza harandya kuva mu cyumweru gishize bikarushaho nijoro. Nkora iki?,kinyarwanda,URGENT,cardiac_respiratory,kinyarwanda->kinyarwanda:URGENT:cardiac_respiratory,iyo mpumetse cyane mu gituza harandya,"Iyo {REL} ahumetse cyane, arumva mu gituza hamubabaza."
"Mumbabarire, ndashaka kubabwira ikibazo mfite. Ndashaka kongererwa imiti y'umuvuduko w'amaraso. Ntabasha kubona amafaranga yo kongera kuza kwa muganga.",kinyarwanda,ROUTINE,chronic_care,kinyarwanda->kinyarwanda:ROUTINE:chronic_care,Ndashaka kongererwa imiti y'umuvuduko w'amaraso.,Ndashaka kongererwa imiti y'umuvuduko w'amaraso.
"Muganga, ndashaka kongererwa imiti y'umuvuduko w'amaraso kuva ijoro ryashize kandi nta miti mfite. Ndakeneye ubufasha vuba.",kinyarwanda,ROUTINE,chronic_care,kinyarwanda->kinyarwanda:ROUTINE:chronic_care,Ndashaka kongererwa imiti y'umuvuduko w'amaraso.,Ndashaka kongererwa imiti y'umuvuduko w'amaraso.
"Mfasha vuba, umugabo wanjye afite umuriro mwinshi kandi arakorora cyane kuva hashize iminsi ibiri kandi sinshobora gusinzira. Ese ibi birakomeye?",kinyarwanda,URGENT,infectious_fever,kinyarwanda->kinyarwanda:URGENT:infectious_fever,{REL} afite umuriro mwinshi kandi arakorora cyane.,mfite umuriro mwinshi kandi ndakorora cyane
"Mumbabarire, ndashaka kubabwira ikibazo mfite. Umuturanyi wanjye ntashobora kuvuga neza kandi umunwa we waragoramye kuva mu masaha abiri ashize bikarushaho nijoro. Ntegereze cyangwa nsuzumwe ubu?",kinyarwanda,CRITICAL,neurological,kinyarwanda->kinyarwanda:CRITICAL:neurological,{REL} ntashobora kuvuga neza kandi umunwa we waragoramye.,{REL} ntashobora kuvuga neza kandi umunwa we waragoramye.
"Nyabuneka, mfite gahunda yo gukingiza umwana kuva ejo. Abandi bana na bo bafite iki kibazo. Ndakeneye ubufasha vuba.",kinyarwanda,ROUTINE,preventive,kinyarwanda->kinyarwanda:ROUTINE:preventive,Mfite gahunda yo gukingiza umwana.,Mfite gahunda yo gukingiza umwana.
"Muganga, mfite ibimenyetso bya malariya, umuriro n'imbeho kuva hashize iminsi itatu biragenda bikagaruka. Ntegereze cyangwa nsuzumwe ubu?",kinyarwanda,URGENT,infectious_fever,kinyarwanda->kinyarwanda:URGENT:infectious_fever,"Mfite ibimenyetso bya malariya, umuriro n'imbeho.","Mfite ibimenyetso bya malariya, umuriro n'imbeho."
"Mfasha vuba, umuturanyi wanjye arababara cyane mu gituza kandi ububabare bukagera no ku kuboko kuva hashize iminsi ibiri",kinyarwanda,CRITICAL,cardiac_respiratory,kinyarwanda->kinyarwanda:CRITICAL:cardiac_respiratory,{REL} arababara cyane mu gituza kandi ububabare bukagera no ku kuboko.,mu gituza harandya cyane kandi ububabare bukagera no ku kuboko
"Nyabuneka, umwana wanjye araruka amaraso kuva hashize icyumweru bikarushaho nijoro. Ni imiti ki nafata?",kinyarwanda,CRITICAL,gastrointestinal,kinyarwanda->kinyarwanda:CRITICAL:gastrointestinal,{REL} araruka amaraso.,Ndaruka amaraso.
"Nyabuneka, mfite ubushye bunini ku mubiri kuva hashize icyumweru kandi sinshobora gusinzira. Ntabasha kubona amafaranga yo kongera kuza kwa muganga.",kinyarwanda,CRITICAL,haemorrhage_trauma,kinyarwanda->kinyarwanda:CRITICAL:haemorrhage_trauma,Mfite ubushye bunini ku mubiri.,Mfite ubushye bunini ku mubiri.
"Ndakeneye ubufasha, papa yaraguye none arababara cyane kuva ubu gitondo cya kare kandi ndahangayitse. Murakoze.",kinyarwanda,URGENT,haemorrhage_trauma,kinyarwanda->kinyarwanda:URGENT:haemorrhage_trauma,{REL} yaraguye none arababara cyane.,naraguye none ndababara cyane
"Ndakeneye ubufasha, papa umuvuduko w'amaraso we wazamutse cyane kandi umutwe uramubabaza cyane kuva mu masaha abiri ashize. Ndakeneye ubufasha vuba.",kinyarwanda,URGENT,chronic_care,kinyarwanda->kinyarwanda:URGENT:chronic_care,{REL} umuvuduko w'amaraso we wazamutse cyane kandi umutwe uramubabaza cyane.,Umuvuduko w'amaraso wanjye wazamutse cyane kandi umutwe urandya cyane.
"Mfasha, mfite ikibazo ku mutwe kandi kirimo guterwa n'urumuri kuva hashize iminsi ibiri. Naje mvuye kure.",kinyarwanda,URGENT,neurological,kinyarwanda->kinyarwanda:URGENT:neurological,Mfite ikibazo ku mutwe kandi kirimo guterwa n'urumuri.,Mfite ikibazo ku mutwe kandi kirimo guterwa n'urumuri.
Umukecuru arumva igituza kimuremereye cyane kandi ububabare bukagera no ku rwasaya cyangwa ku kuboko kuva ejo kandi birushaho kuba bibi. Mfasha muganga.,kinyarwanda,CRITICAL,cardiac_respiratory,kinyarwanda->kinyarwanda:CRITICAL:cardiac_respiratory,{REL} arumva igituza kimuremereye cyane kandi ububabare bukagera no ku rwasaya cyangwa ku kuboko.,{REL} arumva igituza kimuremereye cyane kandi ububabare bukagera no ku rwasaya cyangwa ku kuboko.
"Muganga, iyo maze kurya numva inda itameze neza kuva mu masaha abiri ashize bikarushaho nijoro. Mfasha muganga.",kinyarwanda,ROUTINE,gastrointestinal,kinyarwanda->kinyarwanda:ROUTINE:gastrointestinal,iyo maze kurya numva inda itameze neza,"Iyo {REL} amaze kurya, yumva inda itameze neza."
Ndashaka kukubwira ikibazo mfite. Mama ashaka guhabwa inzitiramubu kuva mu gitondo kandi nta miti mfite. Ni imiti ki nafata?,kinyarwanda,ROUTINE,preventive,kinyarwanda->kinyarwanda:ROUTINE:preventive,{REL} ashaka guhabwa inzitiramubu.,Ndashaka guhabwa inzitiramubu.
"Ndakeneye ubufasha, umugore wanjye umuvuduko w'amaraso we wazamutse cyane kandi umutwe uramubabaza cyane kuva mu masaha abiri ashize biragenda bikagaruka. Murakoze.",kinyarwanda,URGENT,chronic_care,kinyarwanda->kinyarwanda:URGENT:chronic_care,{REL} umuvuduko w'amaraso we wazamutse cyane kandi umutwe uramubabaza cyane.,Umuvuduko w'amaraso wanjye wazamutse cyane kandi umutwe urandya cyane.
"Muganga, iyo umwana wanjye amaze kurya, yumva inda itameze neza kuva hashize iminsi itatu kandi nta miti mfite. Nkora iki?",kinyarwanda,ROUTINE,gastrointestinal,kinyarwanda->kinyarwanda:ROUTINE:gastrointestinal,"Iyo {REL} amaze kurya, yumva inda itameze neza.","Iyo {REL} amaze kurya, yumva inda itameze neza."
"Nyabuneka, mfite ikibazo cyo guhumeka nabi cyane kuva hashize icyumweru kandi ndahangayitse. Ntegereze cyangwa nsuzumwe ubu?",kinyarwanda,CRITICAL,cardiac_respiratory,kinyarwanda->kinyarwanda:CRITICAL:cardiac_respiratory,Mfite ikibazo cyo guhumeka nabi cyane.,Mfite ikibazo cyo guhumeka nabi cyane.
"Simbizi niba bikomeye ariko, mushiki wanjye afite ikibazo cyo guhumeka nabi cyane. Abandi bana na bo bafite iki kibazo.",kinyarwanda,CRITICAL,cardiac_respiratory,kinyarwanda->kinyarwanda:CRITICAL:cardiac_respiratory,{REL} afite ikibazo cyo guhumeka nabi cyane.,Mfite ikibazo cyo guhumeka nabi cyane.
"Naje hano mbere, mfite ibimenyetso bya malariya, umuriro n'imbeho kuva hashize icyumweru kandi nta miti mfite",kinyarwanda,URGENT,infectious_fever,kinyarwanda->kinyarwanda:URGENT:infectious_fever,"Mfite ibimenyetso bya malariya, umuriro n'imbeho.","Mfite ibimenyetso bya malariya, umuriro n'imbeho."
"Muraho, umugore wanjye iminwa ye yahindutse ubururu kuva mu cyumweru gishize kandi sinshobora gusinzira. Nkora iki?",kinyarwanda,CRITICAL,cardiac_respiratory,kinyarwanda->kinyarwanda:CRITICAL:cardiac_respiratory,{REL} iminwa ye yahindutse ubururu.,Iminwa yanjye yahindutse ubururu.
"Nyabuneka, ndashaka ko bapima SIDA kuva hashize iminsi itatu bikarushaho nijoro. Naje mvuye kure.",kinyarwanda,ROUTINE,preventive,kinyarwanda->kinyarwanda:ROUTINE:preventive,Ndashaka ko bapima SIDA.,Ndashaka ko bapima SIDA.
"Mfasha vuba, mfite igisebe ku kirenge kidakira kandi mfite diyabete kuva hashize icyumweru kandi sinshobora gusinzira. Ni imiti ki nafata?",kinyarwanda,URGENT,chronic_care,kinyarwanda->kinyarwanda:URGENT:chronic_care,Mfite igisebe ku kirenge kidakira kandi mfite diyabete.,Mfite igisebe ku kirenge kidakira kandi mfite diyabete.
"Muraho, iyo maze kurya numva mu nda ntameze neza kuva mu masaha abiri ashize kandi birushaho kuba bibi. Ndakeneye ubufasha vuba.",kinyarwanda,ROUTINE,gastrointestinal,kinyarwanda->kinyarwanda:ROUTINE:gastrointestinal,iyo maze kurya numva mu nda ntameze neza,"Iyo {REL} amaze kurya, yumva inda itameze neza."
"Ndakeneye ubufasha, mama afite impiswi zirimo amaraso kuva ijoro ryashize kandi ndahangayitse. Murakoze.",kinyarwanda,URGENT,gastrointestinal,kinyarwanda->kinyarwanda:URGENT:gastrointestinal,{REL} afite impiswi zirimo amaraso.,Mfite impiswi zirimo amaraso.
"Muganga, mu rugo hari umuntu urwaye igituntu kandi ndashaka kwisuzumisha kuva mu gitondo kandi nta miti mfite. Naje mvuye kure.",kinyarwanda,URGENT,preventive,kinyarwanda->kinyarwanda:URGENT:preventive,Mu rugo hari umuntu urwaye igituntu kandi ndashaka kwisuzumisha.,Mu rugo hari umuntu urwaye igituntu kandi ndashaka kwisuzumisha.
"Mfasha vuba, mfite ububabare bukabije mu nda kuva mu masaha abiri ashize nta miti imfasha. Murakoze.",kinyarwanda,URGENT,gastrointestinal,kinyarwanda->kinyarwanda:URGENT:gastrointestinal,Mfite ububabare bukabije mu nda.,Mfite ububabare bukabije mu nda.
"Ndakeneye ubufasha, umuturanyi wanjye araruka amaraso kuva hashize icyumweru biragenda bikagaruka. Ntegereze cyangwa nsuzumwe ubu?",kinyarwanda,CRITICAL,gastrointestinal,kinyarwanda->kinyarwanda:CRITICAL:gastrointestinal,{REL} araruka amaraso.,Ndaruka amaraso.
"Mfasha, amazi yamenetse ariko igihe cyo kubyara ntikiragera kuva mu gitondo. Abandi bana na bo bafite iki kibazo. Mfasha muganga.",kinyarwanda,URGENT,obstetric,kinyarwanda->kinyarwanda:URGENT:obstetric,Amazi yamenetse ariko igihe cyo kubyara ntikiragera.,Amazi yamenetse ariko igihe cyo kubyara ntikiragera.
"Muganga, ndatwite kandi mfite umuriro kuva mu gitondo biragenda bikagaruka. Ndakeneye ubufasha vuba.",kinyarwanda,URGENT,obstetric,kinyarwanda->kinyarwanda:URGENT:obstetric,Ndatwite kandi mfite umuriro.,Ndatwite kandi mfite umuriro.
"Mfasha vuba, mushiki wanjye aratwite kandi afite umuriro kuva ejo kandi nta miti mfite. Ese ibi birakomeye?",kinyarwanda,URGENT,obstetric,kinyarwanda->kinyarwanda:URGENT:obstetric,{REL} aratwite kandi afite umuriro.,Ndatwite kandi mfite umuriro.
"Nyabuneka, mu gituza harandya cyane kandi ububabare bukagera no ku kuboko kuva hashize icyumweru. Abandi bana na bo bafite iki kibazo.",kinyarwanda,CRITICAL,cardiac_respiratory,kinyarwanda->kinyarwanda:CRITICAL:cardiac_respiratory,mu gituza harandya cyane kandi ububabare bukagera no ku kuboko,mu gituza harandya cyane kandi ububabare bukagera no ku kuboko
"Muganga, papa yagagaye kandi arimo guhinda umushyitsi kuva hashize icyumweru kandi sinshobora gusinzira. Naje mvuye kure.",kinyarwanda,CRITICAL,neurological,kinyarwanda->kinyarwanda:CRITICAL:neurological,{REL} yagagaye kandi arimo guhinda umushyitsi.,{REL} yagagaye kandi arimo guhinda umushyitsi.
"Mfasha vuba, iyo mpumetse cyane mu gituza harandya kuva ejo biragenda bikagaruka. Ni imiti ki nafata?",kinyarwanda,URGENT,cardiac_respiratory,kinyarwanda->kinyarwanda:URGENT:cardiac_respiratory,iyo mpumetse cyane mu gituza harandya,"Iyo {REL} ahumetse cyane, arumva mu gituza hamubabaza."
Ndashaka kukubwira ikibazo mfite. Mfite ikibazo cyo guhumeka nabi cyane kuva ejo kandi ndahangayitse. Nkora iki?,kinyarwanda,CRITICAL,cardiac_respiratory,kinyarwanda->kinyarwanda:CRITICAL:cardiac_respiratory,Mfite ikibazo cyo guhumeka nabi cyane.,Mfite ikibazo cyo guhumeka nabi cyane.
"Muganga, ndashaka kujya kwa muganga kwisuzumisha SIDA kuva hashize iminsi ibiri. Abandi bana na bo bafite iki kibazo. Ndakeneye ubufasha vuba.",kinyarwanda,ROUTINE,chronic_care,kinyarwanda->kinyarwanda:ROUTINE:chronic_care,Ndashaka kujya kwa muganga kwisuzumisha SIDA.,Ndashaka kujya kwa muganga kwisuzumisha SIDA.
Mama afite igikomere gikomeye kirimo kuva amaraso menshi kuva ubu gitondo cya kare. Byatangiye gitunguranye. Ese ibi birakomeye?,kinyarwanda,CRITICAL,haemorrhage_trauma,kinyarwanda->kinyarwanda:CRITICAL:haemorrhage_trauma,{REL} afite igikomere gikomeye kirimo kuva amaraso menshi.,mfite igikomere gikomeye kirimo kuva amaraso menshi
"Mfasha vuba, mfite umuriro mwinshi kandi nagagaye kuva hashize iminsi itatu bikarushaho nijoro. Ndakeneye ubufasha vuba.",kinyarwanda,CRITICAL,infectious_fever,kinyarwanda->kinyarwanda:CRITICAL:infectious_fever,Mfite umuriro mwinshi kandi nagagaye.,Mfite umuriro mwinshi kandi nagagaye.
"Nzanye umwana wanjye, umwana wanjye afite igikomere cyanduye, kiratukura kandi kirimo amashyira nta miti imfasha",kinyarwanda,URGENT,haemorrhage_trauma,kinyarwanda->kinyarwanda:URGENT:haemorrhage_trauma,"{REL} afite igikomere cyanduye, kiratukura kandi kirimo amashyira.","mfite igikomere cyanduye, kiratukura kandi kirimo amashyira"
"Mumbabarire, ndashaka kubabwira ikibazo mfite. Mushiki wanjye arababara nk'ugiye kubyara kandi igihe cyo kubyara ntikiragera kuva hashize icyumweru kandi nta miti mfite",kinyarwanda,URGENT,obstetric,kinyarwanda->kinyarwanda:URGENT:obstetric,{REL} arababara nk'ugiye kubyara kandi igihe cyo kubyara ntikiragera.,Ndumva mbabara nk'ugiye kubyara kandi igihe cyo kubyara kitaragera.
"Mumbabarire, ndashaka kubabwira ikibazo mfite. Umwana wanjye ari guhinda umushyitsi kandi afite umuriro uri hejuru ya dogere 40 kuva hashize icyumweru kandi sinshobora gusinzira. Nkora iki?",kinyarwanda,CRITICAL,paediatric,kinyarwanda->kinyarwanda:CRITICAL:paediatric,{REL} ari guhinda umushyitsi kandi afite umuriro uri hejuru ya dogere 40,{REL} ari guhinda umushyitsi kandi afite umuriro uri hejuru ya dogere 40
Mfite gahunda yo gukingiza umwana kuva ubu gitondo cya kare kandi sinshobora gusinzira. Mfasha muganga.,kinyarwanda,ROUTINE,preventive,kinyarwanda->kinyarwanda:ROUTINE:preventive,Mfite gahunda yo gukingiza umwana.,Mfite gahunda yo gukingiza umwana.
"Nzanye umwana wanjye, narumwe n'inzoka kuva mu gitondo kandi ndahangayitse. Ndakeneye ubufasha vuba.",kinyarwanda,URGENT,haemorrhage_trauma,kinyarwanda->kinyarwanda:URGENT:haemorrhage_trauma,Narumwe n'inzoka.,Narumwe n'inzoka.
"Simbizi niba bikomeye ariko, ndatwite kandi nagagaye kuva ubu gitondo cya kare. Byatangiye gitunguranye. Ntegereze cyangwa nsuzumwe ubu?",kinyarwanda,CRITICAL,obstetric,kinyarwanda->kinyarwanda:CRITICAL:obstetric,Ndatwite kandi nagagaye.,Ndatwite kandi nagagaye.
"Simbizi niba bikomeye ariko, mushiki wanjye amaze umunsi wose ari mu bubabare bwo kubyara ariko umwana ntarasohoka kuva hashize iminsi ibiri nta miti imfasha. Mfasha muganga.",kinyarwanda,CRITICAL,obstetric,kinyarwanda->kinyarwanda:CRITICAL:obstetric,{REL} amaze umunsi wose ari mu bubabare bwo kubyara ariko umwana ntarasohoka.,Maze umunsi wose mbabara ngerageza kubyara ariko umwana ntarasohoka.
"Nzanye umwana wanjye, mfite igikomere gito kandi amaraso yarahagaze kuva ejo. Byatangiye gitunguranye. Ntabasha kubona amafaranga yo kongera kuza kwa muganga.",kinyarwanda,ROUTINE,haemorrhage_trauma,kinyarwanda->kinyarwanda:ROUTINE:haemorrhage_trauma,Mfite igikomere gito kandi amaraso yarahagaze.,Mfite igikomere gito kandi amaraso yarahagaze.
"Nzanye umwana wanjye, umugabo wanjye iminwa ye yahindutse ubururu kuva ejo kandi nta miti mfite. Naje mvuye kure.",kinyarwanda,CRITICAL,cardiac_respiratory,kinyarwanda->kinyarwanda:CRITICAL:cardiac_respiratory,{REL} iminwa ye yahindutse ubururu.,Iminwa yanjye yahindutse ubururu.
"Simbizi niba bikomeye ariko, umuturanyi wanjye umuvuduko w'amaraso we wazamutse cyane kandi umutwe uramubabaza cyane kuva hashize icyumweru biragenda bikagaruka",kinyarwanda,URGENT,chronic_care,kinyarwanda->kinyarwanda:URGENT:chronic_care,{REL} umuvuduko w'amaraso we wazamutse cyane kandi umutwe uramubabaza cyane.,Umuvuduko w'amaraso wanjye wazamutse cyane kandi umutwe urandya cyane.
Ndashaka ko bapima SIDA kuva mu masaha abiri ashize biragenda bikagaruka. Ese ibi birakomeye?,kinyarwanda,ROUTINE,preventive,kinyarwanda->kinyarwanda:ROUTINE:preventive,Ndashaka ko bapima SIDA.,Ndashaka ko bapima SIDA.
"Naje hano mbere, ndaruka ibyo ndya byose kandi sinshobora no kunywa kuva hashize iminsi ibiri. Ni imiti ki nafata?",kinyarwanda,CRITICAL,gastrointestinal,kinyarwanda->kinyarwanda:CRITICAL:gastrointestinal,Ndaruka ibyo ndya byose kandi sinshobora no kunywa.,Ndaruka ibyo ndya byose kandi sinshobora no kunywa.
"Ndakeneye ubufasha, nyuma yo kubyara, umugore wanjye afite umuriro kandi hari ibintu bisohoka bifite impumuro mbi kuva mu cyumweru gishize. Byatangiye gitunguranye. Ni imiti ki nafata?",kinyarwanda,CRITICAL,obstetric,kinyarwanda->kinyarwanda:CRITICAL:obstetric,"Nyuma yo kubyara, {REL} afite umuriro kandi hari ibintu bisohoka bifite impumuro mbi.",Nyuma yo kubyara mfite umuriro kandi hari ibintu bisohoka bifite impumuro mbi.
"Naje hano mbere, ndakomeza kuruka kandi sinshobora kurya kuva ejo. Byatangiye gitunguranye. Murakoze.",kinyarwanda,URGENT,gastrointestinal,kinyarwanda->kinyarwanda:URGENT:gastrointestinal,ndakomeza kuruka kandi sinshobora kurya,ndakomeza kuruka kandi sinshobora kurya
"Ndakeneye ubufasha, umugabo wanjye ashaka imiti y'inzoka y'umwana we kuva hashize iminsi ibiri kandi ndahangayitse. Ntabasha kubona amafaranga yo kongera kuza kwa muganga.",kinyarwanda,ROUTINE,preventive,kinyarwanda->kinyarwanda:ROUTINE:preventive,{REL} ashaka imiti y'inzoka y'umwana we.,Ndashaka imiti y'inzoka y'umwana wanjye.
"Muganga, mfite igikomere gikomeye kirimo kuva amaraso menshi kuva ejo biragenda bikagaruka. Naje mvuye kure.",kinyarwanda,CRITICAL,haemorrhage_trauma,kinyarwanda->kinyarwanda:CRITICAL:haemorrhage_trauma,mfite igikomere gikomeye kirimo kuva amaraso menshi,mfite igikomere gikomeye kirimo kuva amaraso menshi
"Simbizi niba bikomeye ariko, naguye, ukuguru kuragoramye ariko sinumva ko kuvunitse kuva ejo. Byatangiye gitunguranye.",kinyarwanda,URGENT,haemorrhage_trauma,kinyarwanda->kinyarwanda:URGENT:haemorrhage_trauma,"Naguye, ukuguru kuragoramye ariko sinumva ko kuvunitse.","Naguye, ukuguru kuragoramye ariko sinumva ko kuvunitse."
"Nzanye umwana wanjye, umuturanyi wanjye afite ububabare bukabije mu nda kuva hashize iminsi itatu. Byatangiye gitunguranye. Ni imiti ki nafata?",kinyarwanda,URGENT,gastrointestinal,kinyarwanda->kinyarwanda:URGENT:gastrointestinal,{REL} afite ububabare bukabije mu nda.,Mfite ububabare bukabije mu nda.
"Mfasha vuba, guhumeka birangora cyane ku buryo ntabasha no kuvuga neza kuva ubu gitondo cya kare kandi birushaho kuba bibi. Ni imiti ki nafata?",kinyarwanda,CRITICAL,cardiac_respiratory,kinyarwanda->kinyarwanda:CRITICAL:cardiac_respiratory,Guhumeka birangora cyane ku buryo ntabasha no kuvuga neza.,Guhumeka birangora cyane ku buryo ntabasha no kuvuga neza.
"Simbizi niba bikomeye ariko, umwana wanjye afite igikomere gito kandi amaraso yarahagaze kuva hashize icyumweru. Abandi bana na bo bafite iki kibazo. Ni imiti ki nafata?",kinyarwanda,ROUTINE,haemorrhage_trauma,kinyarwanda->kinyarwanda:ROUTINE:haemorrhage_trauma,{REL} afite igikomere gito kandi amaraso yarahagaze.,Mfite igikomere gito kandi amaraso yarahagaze.
"Mumbabarire, ndashaka kubabwira ikibazo mfite. Mama umuvuduko w'amaraso we wazamutse cyane kandi umutwe uramubabaza cyane kuva ejo kandi sinshobora gusinzira. Naje mvuye kure.",kinyarwanda,URGENT,chronic_care,kinyarwanda->kinyarwanda:URGENT:chronic_care,{REL} umuvuduko w'amaraso we wazamutse cyane kandi umutwe uramubabaza cyane.,Umuvuduko w'amaraso wanjye wazamutse cyane kandi umutwe urandya cyane.
"Muganga, mfite igikomere gito kandi amaraso yarahagaze bikarushaho nijoro. Ni imiti ki nafata?",kinyarwanda,ROUTINE,haemorrhage_trauma,kinyarwanda->kinyarwanda:ROUTINE:haemorrhage_trauma,Mfite igikomere gito kandi amaraso yarahagaze.,Mfite igikomere gito kandi amaraso yarahagaze.
"Mfasha, ndashaka kujya kwa muganga kwisuzumisha SIDA kuva hashize iminsi ibiri. Nkora iki?",kinyarwanda,ROUTINE,chronic_care,kinyarwanda->kinyarwanda:ROUTINE:chronic_care,Ndashaka kujya kwa muganga kwisuzumisha SIDA.,Ndashaka kujya kwa muganga kwisuzumisha SIDA.
"Mumbabarire, ndashaka kubabwira ikibazo mfite. Mfite igikomere gikomeye ku buryo igufa rigaragara kuva ejo bikarushaho nijoro. Ndakeneye ubufasha vuba.",kinyarwanda,CRITICAL,haemorrhage_trauma,kinyarwanda->kinyarwanda:CRITICAL:haemorrhage_trauma,Mfite igikomere gikomeye ku buryo igufa rigaragara.,Mfite igikomere gikomeye ku buryo igufa rigaragara.
"Simbizi niba bikomeye ariko, ndaruka ibyo ndya byose kandi sinshobora no kunywa kuva hashize iminsi ibiri nta miti imfasha. Ntabasha kubona amafaranga yo kongera kuza kwa muganga.",kinyarwanda,CRITICAL,gastrointestinal,kinyarwanda->kinyarwanda:CRITICAL:gastrointestinal,Ndaruka ibyo ndya byose kandi sinshobora no kunywa.,Ndaruka ibyo ndya byose kandi sinshobora no kunywa.
"Nzanye umwana wanjye, maze iminsi itatu ndwaye impiswi zikomeye kuva hashize iminsi itatu kandi nta miti mfite. Mfasha muganga.",kinyarwanda,URGENT,gastrointestinal,kinyarwanda->kinyarwanda:URGENT:gastrointestinal,maze iminsi itatu ndwaye impiswi zikomeye,maze iminsi itatu ndwaye impiswi zikomeye
Ndashaka kujya kwa muganga kwisuzumisha SIDA kuva ubu gitondo cya kare. Byatangiye gitunguranye. Ntegereze cyangwa nsuzumwe ubu?,kinyarwanda,ROUTINE,chronic_care,kinyarwanda->kinyarwanda:ROUTINE:chronic_care,Ndashaka kujya kwa muganga kwisuzumisha SIDA.,Ndashaka kujya kwa muganga kwisuzumisha SIDA.
