id,cue,reporter,age_group,text_kw,author,label,annotator,validated_by,register
2564,woman + the wound is small but the leg is hot,Self,Umuntu mukuru,Igisebe ni gito ariko ukuguru kurashyushye.,,URGENT,"single, non-clinician, the paper's author",NONE,patient_voice
2565,old man + short of breath but no cough,Self,Umusaza/Umukecuru,Nabura umwuka ariko nta nkorora mfite.,,URGENT,"single, non-clinician, the paper's author",NONE,patient_voice
2566,baby + gaining weight but very quiet,Carer,Impinja,Uruhinja ruriyongera ibiro ariko ruri gutuza cyane ntirukina.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
2567,child + the rash is gone but the fever stays,Carer,Umwana,Utubyimba twarashize ariko umuriro uracyahari.,,URGENT,"single, non-clinician, the paper's author",NONE,patient_voice
2568,woman + bleeding stopped but the pain increased,Self,Umuntu mukuru,Kuva amaraso byarahagaze ariko ububabare bwarushijeho kwiyongera.,,URGENT,"single, non-clinician, the paper's author",NONE,patient_voice
2569,man + the swelling went down but he feels worse,Self,Umuntu mukuru,Kubyimba byaragabanutse ariko numva meze nabi kurushaho.,,CANNOT CLASSIFY,"single, non-clinician, the paper's author",NONE,patient_voice
2570,old woman + the tablets helped then stopped working,Self,Umusaza/Umukecuru,Ibinini byaramfashije ariko nyuma byaretse kugira icyo bimfasha.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
2571,child + wound closed but the finger will not bend,Carer,Umwana,Igisebe cy’umwana cyarafunze ariko urutoki ntirugonda.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
2572,woman + the fever broke but the headache stayed,Self,Umuntu mukuru,Umuriro warashize ariko umutwe uracyambabaza.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
2573,man + the cough eased but the weight is still falling,Self,Umuntu mukuru,Inkorora yaragabanutse ariko ibiro biracyagabanuka.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
2574,pregnant + the swelling is in the face not the legs,Self,Umuntu mukuru,"Ndatwite kandi kubyimba mfite ni mu maso, si mu maguru.",,URGENT,"single, non-clinician, the paper's author",NONE,patient_voice
2575,old man + the pain is better lying on the bad side,Self,Umusaza/Umukecuru,Ububabare buragabanuka iyo ndyamye ku ruhande rubabara.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
2576,baby + sleeps more since the fever ended,Carer,Impinja,Uruhinja rumara igihe kinini rusinziriye kuva umuriro washira.,,URGENT,"single, non-clinician, the paper's author",NONE,patient_voice
2577,child + the limp is worse in the morning,Carer,Umwana,Ukuguru kw’umwana kumugora cyane mu gitondo.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
2578,woman + the discharge stopped but the pain did not,Self,Umuntu mukuru,Ibintu byavaga mu gitsina byarahagaze ariko ububabare bwo ntibwashize.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
2579,man + the wound healed over something inside,Self,Umuntu mukuru,Igisebe cyarakize ariko numva hari ikintu cyasigaye imbere.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
2580,old woman + the swelling changes with the weather,Self,Umusaza/Umukecuru,Kubyimba kwanjye kurahinduka bitewe n’uko ikirere kimeze.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
2581,asks how to look after a relative who cannot move,Carer,Umusaza/Umukecuru,Ndashaka kumenya uko nita ku muntu w’umuryango udashobora kugenda.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
2582,woman + asks how to feed a child who refuses food,Carer,Umwana,Ndashaka kumenya uko nagaburira umwana wanga kurya.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
2583,man + asks how to keep the wound dry while farming,Self,Umuntu mukuru,Ndashaka kumenya uko nakomeza igisebe cyanjye cyumye nkora ubuhinzi.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
2584,old man + asks how to remember the tablets,Self,Umusaza/Umukecuru,Ndashaka kumenya uko nakwibuka gufata ibinini byanjye.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
2585,woman + asks how to tell if the baby is drinking enough,Carer,Impinja,Ndashaka kumenya uko namenya ko umwana anywa amata ahagije.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
2586,child + parent asks how to stop the scratching,Carer,Umwana,Ndashaka kumenya uko nahagarika umwana kwishimagura.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
2587,man + asks how to protect the family from the illness,Self,Umuntu mukuru,Ndashaka kumenya uko nakwirinda uburwayi bukagera ku muryango wanjye.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
2588,woman + asks what to do if the bleeding starts again,Self,Umuntu mukuru,Ndashaka kumenya icyo nakora niba kongera kuva amaraso bitangiye.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
2589,old woman + asks how to move without falling,Self,Umusaza/Umukecuru,Ndashaka kumenya uko nagenda ntagwa.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
2590,man + asks how long before he can return to work,Self,Umuntu mukuru,Ndashaka kumenya igihe nzamara mbere yo gusubira ku kazi.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
2591,woman + asks how to carry the baby with a sore arm,Self,Umuntu mukuru,Ndashaka kumenya uko natwara umwana ukuboko kundya.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
2592,child + parent asks what food helps the child gain weight,Carer,Umwana,Ndashaka kumenya ibiryo byafasha umwana kongera ibiro.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
2593,old man + asks how to take tablets that must be spaced,Self,Umusaza/Umukecuru,Ndashaka kumenya uko nafata ibinini bisaba gusigana igihe.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
2594,woman + asks how to know when labour has really started,Self,Ingimbi/Umwangavu,Ndashaka kumenya uko namenya ko ibise byatangiye koko.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
2595,man + asks how to clean the wound with no clean water,Self,Umuntu mukuru,Ndashaka kumenya uko nakora isuku y’igisebe nta mazi meza mfite.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
2596,woman + asks how to help a relative who refuses to come,Carer,Umuntu mukuru,Ndashaka kumenya uko nafasha umuvandimwe wanga kuza kwa muganga.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
2597,old woman + asks how to eat when food has no taste,Self,Umusaza/Umukecuru,Ndashaka kumenya uko narirya iyo ibiryo ntabyumva uburyohe.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
2598,child + parent asks how to give bitter tablets,Carer,Umwana,Ndashaka kumenya uko naha umwana ibinini birura.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
2599,man + asks how to sleep with the pain,Self,Umuntu mukuru,Ndashaka kumenya uko nasinzira kandi ndababara.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
2600,woman + asks what to watch for after going home,Self,Umuntu mukuru,Ndashaka kumenya ibyo nakurikiranaho nyuma yo gusubira mu rugo.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
2601,pain in one finger + swollen and red at the nail,Self,Umuntu mukuru,"Urutoki rumwe rurambabaza, rwarabyimbye kandi rutukura hafi y’uruhu rw’ umusumari.",,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
2602,child + a white reflection in one eye at night,Carer,Impinja,Mu jisho rimwe ry’umwana habonekamo urumuri rw’umweru nijoro.,,URGENT,"single, non-clinician, the paper's author",NONE,patient_voice
2603,woman + one leg thinner than the other,Self,Umuntu mukuru,Ukuguru kumwe kwanjye kurananutse kurusha ukundi.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
2604,man + a cut that will not stop bleeding + takes tablets,Self,Umusaza/Umukecuru,Mfite igisebe gikomeza kuva amaraso kandi mfata ibinini.,,URGENT,"single, non-clinician, the paper's author",NONE,patient_voice
2605,old woman + the leg gives way without warning,Self,Umusaza/Umukecuru,Ukuguru kwanjye kurahita kuncika nta nteguza.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
2606,baby + the head is flat on one side,Carer,Impinja,Umutwe w’uruhinja uraringaniye ku ruhande rumwe.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
2607,child + writes with the head very close to the paper,Carer,Umwana,Umwana yandika ashyize umutwe hafi cyane y’urupapuro.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
2608,pregnant + heartburn so bad she cannot eat,Self,Umuntu mukuru,Ndatwite kandi mfite inkongi mu gatuza ikomeye ku buryo ntashobora kurya.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
2609,man + a swelling in the neck only when he strains,Self,Umuntu mukuru,Ijosi rirabyimba gusa iyo nkoze cyane cyangwa nishyizeho imbaraga.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
2610,woman + hands go numb carrying shopping,Self,Umuntu mukuru,Amaboko aranyara nkayumva yafashwe n’ibinya iyo ntwaye ibyo naguze.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
2611,old man + a new cough with old heart problems,Self,Umusaza/Umukecuru,Natangiye gukorora kandi nsanzwe mfite ikibazo cy’umutima.,,URGENT,"single, non-clinician, the paper's author",NONE,patient_voice
2612,child + a fever and a swelling behind the knee,Carer,Umwana,Umwana afite umuriro n’akabyimba inyuma y’ivi.,,URGENT,"single, non-clinician, the paper's author",NONE,patient_voice
2613,man + a lump that appeared where he was hit,Self,Umuntu mukuru,Akabyimba kaje aho nakubitiwe.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
2614,woman + pain in the shoulder when the baby is on that arm,Self,Umuntu mukuru,Rutugu rurambabaza iyo ntwaye umwana kuri urwo kuboko.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
2615,baby + does not grip a finger,Carer,Impinja,Uruhinja ntirufata urutoki iyo ndaruha.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
2616,old woman + the wound is clean but will not close,Self,Umusaza/Umukecuru,Igisebe kirasa neza ariko ntigifunga ngo gikire.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
2617,child + one nostril always blocked,Carer,Umwana,Izuru rimwe ry’umwana rihora rifunze.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
2618,man + pain that started in the neck and went to the hand,Self,Umuntu mukuru,Ububabare bwatangiriye mu ijosi bukagera mu kuboko.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
2619,pregnant + the pain is between the shoulder blades,Self,Umuntu mukuru,Ndatwite kandi ndababara hagati y’amagufa y’ibitugu.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
2620,woman + swelling that started in one finger,Self,Umuntu mukuru,Kubyimba byatangiriye ku rutoki rumwe.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
2621,old man + falls only when he stands quickly,Self,Umusaza/Umukecuru,Ndagwa gusa iyo mpagurutse vuba.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
2622,child + a swelling of the parotid on one side,Carer,Umwana,Umwana yabyimbye uruhande rumwe munsi y’ugutwi.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
2623,man + a rash that follows a line on the chest,Self,Umusaza/Umukecuru,Mfite utubyimba dukurikirana umurongo ku gatuza.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
2624,woman + pain that stops her lifting the baby,Self,Umuntu mukuru,Ububabare butuma ntashobora guterura umwana.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
2625,baby + a hoarse cry,Carer,Impinja,Uruhinja rurira ijwi ryahindutse.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
2626,old woman + a wound that appeared under a ring,Self,Umusaza/Umukecuru,Mfite igisebe cyaje munsi y’impeta.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
2627,child + walks but the toes point outward,Carer,Umwana,Umwana agenda ariko intoki z’ibirenge zireba hanze.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
2628,man + a swelling that pulses,Self,Umuntu mukuru,Mfite akabyimba gakubita nk’umutima.,,URGENT,"single, non-clinician, the paper's author",NONE,patient_voice
2629,pregnant + cramping without bleeding,Self,Umuntu mukuru,Ndatwite kandi numva inda inyeganyega nk’ibise ariko nta maraso ava.,,URGENT,"single, non-clinician, the paper's author",NONE,patient_voice
2630,woman + one eyelid drooping since this morning,Self,Umuntu mukuru,"Kuva muri iki gitondo, igitsike cy’ijisho rimwe cyamanutse.",,URGENT,"single, non-clinician, the paper's author",NONE,patient_voice
2631,old man + a pain that goes when he walks and returns at rest,Self,Umusaza/Umukecuru,Ububabare burashira iyo ngenda ariko bukagaruka iyo mpagaze cyangwa nicaye.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
2632,child + a swelling on the shin with fever,Carer,Umwana,Umwana yabyimbye ku nyama y’ukuguru kandi afite umuriro.,,URGENT,"single, non-clinician, the paper's author",NONE,patient_voice
2633,man + a sore on the sole he cannot see,Self,Umusaza/Umukecuru,Mfite igisebe munsi y’ikirenge ntashobora kwirebera.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
2634,woman + numbness on one side of the tongue,Self,Umuntu mukuru,Numva uruhande rumwe rw’ururimi rwarafashwe n’ibinya.,,URGENT,"single, non-clinician, the paper's author",NONE,patient_voice
2635,baby + the eyes move from side to side,Carer,Impinja,Amaso y’uruhinja agenda ava ku ruhande ajya ku rundi.,,URGENT,"single, non-clinician, the paper's author",NONE,patient_voice
2636,old woman + skin over the shin is shiny and tight,Self,Umusaza/Umukecuru,Uruhu rwo ku nyama y’ukuguru rwarabengerana kandi rwarakomeye.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
2637,child + a fever with a very fast pulse,Carer,Umwana,Umwana afite umuriro kandi umutima utera vuba cyane.,,URGENT,"single, non-clinician, the paper's author",NONE,patient_voice
2638,man + a wound that the flies keep settling on,Self,Umuntu mukuru,Mfite igisebe isazi zihora ziza kwicaraho.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
2639,pregnant + the baby's movements feel lower than before,Self,Umuntu mukuru,Ndatwite kandi numva umwana agenda hasi kurusha mbere.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
2640,woman + a lump that is fixed and does not move,Self,Umuntu mukuru,Mfite akabyimba gakomeye kadashobora kunyeganyega.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
2641,old man + a cough that comes with swallowing,Self,Umusaza/Umukecuru,Ndakorora iyo maze kumira.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
2642,child + one arm shorter in movement than the other,Carer,Umwana,Umwana akoresha ukuboko kumwe gake kurusha ukundi.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
2643,man + pain in the hip only when climbing,Self,Umuntu mukuru,Ndababara mu kibuno gusa iyo nzamuka.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
2644,woman + swelling of the neck that makes the voice change,Self,Umuntu mukuru,Ijosi ryarabyimbye kandi ijwi ryanjye ryarahindutse.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
2645,baby + poor weight gain despite feeding often,Carer,Impinja,Uruhinja ntirwiyongera ibiro neza nubwo rurya kenshi.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
2646,old woman + pain that started after a small knock,Self,Umusaza/Umukecuru,Ububabare bwatangiye nyuma yo gukubitika gake.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
2647,child + a cough for three months with no fever,Carer,Umwana,Umwana amaze amezi atatu akorora ariko nta muriro afite.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
2648,man + a swelling that is soft then becomes hard,Self,Umuntu mukuru,Akabyimba kanjye karoroha ariko nyuma kakaba gakomeye.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
2649,woman + burning on the outer thigh only,Self,Umuntu mukuru,Numva ububabare nk’ubushya ku ruhande rw’inyuma rw’ukuguru gusa.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
2650,pregnant + a sharp pain with each movement of the baby,Self,Umuntu mukuru,Ndatwite kandi buri uko umwana agenda numva ububabare bukomeye.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
2651,asks whether the health insurance covers the operation,Self,Umuntu mukuru,Ndashaka kumenya niba ubwishingizi bw’indwara bwishyura kubagwa.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
2652,woman + wants to register for the insurance today,Self,Umuntu mukuru,Ndashaka kwiyandikisha mu bwishingizi bw’indwara uyu munsi.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
2653,man + asks why he was sent away last time,Self,Umuntu mukuru,Ndashaka kumenya impamvu ubushize banyohereje ntavuwe.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
2654,old woman + asks whether a relative can collect her tablets,Carer,Umusaza/Umukecuru,Ndashaka kumenya niba umuvandimwe wanjye ashobora kunzanira ibinini.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
2655,child + parent asks why the medicine was changed,Carer,Umwana,Ndashaka kumenya impamvu imiti y’umwana yahinduwe.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
2656,woman + asks whether she can be seen at the health post instead,Self,Umuntu mukuru,Ndashaka kumenya niba nasuzumirwa ku ivuriro rito ryo hafi aho.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
2657,man + asks whether the record can be corrected,Self,Umuntu mukuru,Ndashaka kumenya niba amakuru ari muri dosiye yanjye ashobora gukosorwa.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
2658,old man + asks for a copy of his file,Self,Umusaza/Umukecuru,Ndashaka kopi ya dosiye yanjye.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
2659,woman + asks whether she can be seen on a Saturday,Self,Umuntu mukuru,Ndashaka kumenya niba nshobora kuza kwisuzumisha ku wa Gatandatu.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
2660,man + asks whether the test is available here,Self,Umuntu mukuru,Ndashaka kumenya niba iki kizamini kiboneka hano.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
2661,child + parent asks whether the vaccine is in stock,Carer,Impinja,Ndashaka kumenya niba urukingo ruhari.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
2662,woman + asks whether she can pay next month,Self,Umuntu mukuru,Ndashaka kumenya niba nashobora kwishyura ukwezi gutaha.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
2663,old woman + asks whether transport can be arranged,Carer,Umusaza/Umukecuru,Ndashaka kumenya niba hari imodoka yamutwara ishobora gutegurwa.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
2664,man + asks whether he must come back for the result,Self,Umuntu mukuru,Ndashaka kumenya niba ngomba kugaruka gufata ibisubizo.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
2665,woman + asks why the same tablets look different,Self,Umuntu mukuru,Ndashaka kumenya impamvu ibinini bimwe bisa bitandukanye.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
2666,pregnant + asks whether she can deliver here,Self,Ingimbi/Umwangavu,Ndatwite kandi ndashaka kumenya niba nshobora kubyarira hano.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
2667,old man + asks whether the clinic will be open at the holiday,Self,Umusaza/Umukecuru,Ndashaka kumenya niba ivuriro rizaba rifunguye ku munsi w’ikiruhuko.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
2668,woman + asks whether her file can be moved with her,Self,Umuntu mukuru,Ndashaka kumenya niba dosiye yanjye ishobora kwimurwa ikanjyana.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
2669,man + asks whether a letter is needed for the hospital,Self,Umuntu mukuru,Ndashaka kumenya niba nkeneye urupapuro rwo kujya ku bitaro.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
2670,child + parent asks whether a second card is needed,Carer,Umwana,Ndashaka kumenya niba umwana akeneye indi karita.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
2671,man + collapsed at work + now awake and talking,Carer,Umuntu mukuru,Yaguye hasi ku kazi ariko ubu arakangutse kandi aravuga.,,URGENT,"single, non-clinician, the paper's author",NONE,patient_voice
2672,woman + fell down the hill path + head and arm,Carer,Umuntu mukuru,Yaguye mu nzira imanuka umusozi kandi yakomerekeje umutwe n’ukuboko.,,URGENT,"single, non-clinician, the paper's author",NONE,patient_voice
2673,child + pulled from under a collapsed wall,Carer,Umwana,Umwana yakuwe munsi y’urukuta rwaguye.,,CRITICAL,"single, non-clinician, the paper's author",NONE,patient_voice
2674,old man + found on the floor in the morning,Carer,Umusaza/Umukecuru,Umusaza bamusanze aryamye hasi mu gitondo.,,CRITICAL,"single, non-clinician, the paper's author",NONE,patient_voice
2675,woman + bleeding heavily + brought by motorcycle,Carer,Umuntu mukuru,Yavaga amaraso menshi kandi yazanywe kuri moto.,,CRITICAL,"single, non-clinician, the paper's author",NONE,patient_voice
2676,man + burnt while putting out a kitchen fire,Carer,Umuntu mukuru,Yatwitse ubwo yazimaga umuriro wari wafashe mu gikoni.,,URGENT,"single, non-clinician, the paper's author",NONE,patient_voice
2677,child + hit by a falling gate,Carer,Umwana,Umwana yakubiswe n’umuryango waguye.,,URGENT,"single, non-clinician, the paper's author",NONE,patient_voice
2678,woman + in labour on the roadside,Carer,Umuntu mukuru,Umugore ari mu bise ku muhanda.,,CRITICAL,"single, non-clinician, the paper's author",NONE,patient_voice
2679,old woman + choking during a meal,Carer,Umusaza/Umukecuru,Umukecuru yananiwe guhumeka neza ubwo yari arimo kurya.,,CRITICAL,"single, non-clinician, the paper's author",NONE,patient_voice
2680,man + electrocuted while pumping water,Carer,Umuntu mukuru,Yakubiswe n’umuriro w’amashanyarazi ubwo yavomaga amazi akoresheje pompe.,,CRITICAL,"single, non-clinician, the paper's author",NONE,patient_voice
2681,child + convulsing on the way to the clinic,Carer,Umwana,Umwana yafashwe n’ibinya turi mu nzira tujya ku kigo nderabuzima.,,CRITICAL,"single, non-clinician, the paper's author",NONE,patient_voice
2682,woman + collapsed after delivering at home,Carer,Umuntu mukuru,Yaguye hasi nyuma yo kubyarira mu rugo.,,CRITICAL,"single, non-clinician, the paper's author",NONE,patient_voice
2683,man + crushed hand in a press,Carer,Umuntu mukuru,Ukuboko kwe kwakandamijwe n’imashini ikanda.,,CRITICAL,"single, non-clinician, the paper's author",NONE,patient_voice
2684,old man + unresponsive but breathing,Carer,Umusaza/Umukecuru,Umusaza ntiyitaba ariko aracyahumeka.,,CRITICAL,"single, non-clinician, the paper's author",NONE,patient_voice
2685,child + swallowed poison + brought the container,Carer,Umwana,Umwana yamize uburozi kandi twazanye icupa ryabwo.,,CRITICAL,"single, non-clinician, the paper's author",NONE,patient_voice
2686,woman + severe bleeding after a fall + pregnant,Carer,Umuntu mukuru,Umugore wari utwite yaguye hasi none ava amaraso menshi.,,CRITICAL,"single, non-clinician, the paper's author",NONE,patient_voice
2687,man + deep cut to the thigh from a grinder,Carer,Umuntu mukuru,Yakomerekejwe cyane ku nyama y’ukuguru n’imashini isya.,,CRITICAL,"single, non-clinician, the paper's author",NONE,patient_voice
2688,baby + limp and grey + brought running,Carer,Impinja,"Uruhinja rwari rwaracitse intege kandi rwarahindutse ibara, twarwirutse turuzana.",,CRITICAL,"single, non-clinician, the paper's author",NONE,patient_voice
2689,old woman + severe chest pain + cannot be moved,Carer,Umusaza/Umukecuru,Umukecuru arababara cyane mu gatuza kandi ntashobora kwimurwa.,,CRITICAL,"single, non-clinician, the paper's author",NONE,patient_voice
2690,child + hit by a vehicle + crying but walking,Carer,Umwana,"Umwana yakubiswe n’imodoka, ararira ariko aragenda.",,URGENT,"single, non-clinician, the paper's author",NONE,patient_voice
2691,asks about a relative newly diagnosed with cancer,Carer,Umusaza/Umukecuru,Ndashaka kumenya iby’umuvandimwe wanjye umaze gusuzumwa akamenya ko afite kanseri.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
2692,woman + wants to know if the illness is inherited,Self,Umuntu mukuru,Ndashaka kumenya niba ubu burwayi bushobora kuragwa mu muryango.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
2693,man + asks whether the treatment will change his appearance,Self,Umuntu mukuru,Ndashaka kumenya niba ubuvuzi buzahindura uko nsa.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
2694,old woman + asks whether she will get better or not,Self,Umusaza/Umukecuru,Ndashaka kumenya niba nzakira cyangwa ntazakira.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
2695,child + parent asks whether the child will live normally,Carer,Umwana,Ndashaka kumenya niba umwana azashobora kubaho nk’abandi.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
2696,woman + asks whether she can still marry with this illness,Self,Ingimbi/Umwangavu,Ndashaka kumenya niba nkiri n’umurwayi nshobora kuzashaka.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
2697,man + asks whether his children can catch it,Self,Umuntu mukuru,Ndashaka kumenya niba abana banjye bashobora kwandura ubu burwayi.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
2698,old man + asks how long he has,Self,Umusaza/Umukecuru,Ndashaka kumenya igihe nkiri mfite.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
2699,woman + asks whether the treatment is worth it,Self,Umuntu mukuru,Ndashaka kumenya niba kuvurwa bifite umumaro kuri njye.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
2700,man + asks whether he can refuse the operation,Self,Umuntu mukuru,Ndashaka kumenya niba nshobora kwanga kubagwa.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
2800,Ndababara kuva mu mugongo kugeza ku ivi,Self,Umuntu mukuru,,,ROUTINE,"single, non-clinician, the paper's author",NONE,
2801,Mfite igisebe cyatangiriye ku kabyimba gato,Self,Umuntu mukuru,,,ROUTINE,"single, non-clinician, the paper's author",NONE,
2802,Kubyimba birushaho kuba byinshi ku ruhande ndyama,Self,Umuntu mukuru,,,ROUTINE,"single, non-clinician, the paper's author",NONE,
2803,Umwana arya ubutaka kandi akarya inzara,Carer,Umwana,,,ROUTINE,"single, non-clinician, the paper's author",NONE,
2804,Ndababara mu mayasha iyo nkoroye,Self,Umusaza/Umukecuru,,,ROUTINE,"single, non-clinician, the paper's author",NONE,
2805,Uruhinja rutera ukuguru kumwe kurusha ukundi,Carer,Impinja,,,ROUTINE,"single, non-clinician, the paper's author",NONE,
2806,Nva amaraso nijoro gusa,Self,Umuntu mukuru,,,CANNOT CLASSIFY,"single, non-clinician, the paper's author",NONE,
2807,Mfite kubyimba kwaje nyuma yo kumara igihe ndwaye,Self,Umuntu mukuru,,,CANNOT CLASSIFY,"single, non-clinician, the paper's author",NONE,
2808,Umwana afite umuriro kandi intangangore imwe yarabyimbye,Carer,Umwana,,,URGENT,"single, non-clinician, the paper's author",NONE,
2809,Mfite ibiheri munsi y’amaboko yombi,Self,Umusaza/Umukecuru,,,ROUTINE,"single, non-clinician, the paper's author",NONE,
2810,Ndababara ariko si mu nda na gato,Self,Umuntu mukuru,,,CANNOT CLASSIFY,"single, non-clinician, the paper's author",NONE,
2811,Ndatangira kubabara nyuma yo gukurwamo iryinyo,Self,Umuntu mukuru,,,ROUTINE,"single, non-clinician, the paper's author",NONE,
2812,Amabere arambabaza cyane ku ruhande rumwe,Self,Umuntu mukuru,,,ROUTINE,"single, non-clinician, the paper's author",NONE,
