concept_id,domain,proposed_urgency,english_gloss,person,person_note,applies,action,relation_set,relation_set_members,keep_distinct_from,hold,needs_clinician,brief_notes,your_phrasing,second_phrasing_optional,regional_variant,your_notes
EX44,preventive,ROUTINE,an annual checkup appointment,third,No third person: an adult asks for this service for themselves and nobody asks on their behalf. First person only — that row is unaffected.,no,SKIP — does not apply,NO_RELATIONS,(none),,,,This person does not apply — see person_note. | Gloss is the frozen v1 English at this corpus position. It describes the presentation; it is not a sentence to translate.,,,,
EX45,preventive,ROUTINE,a request for a blood test,first,,yes,WRITE,,,,,,Gloss is the frozen v1 English at this corpus position. It describes the presentation; it is not a sentence to translate. | First person: the patient's own words about themselves. No {REL} in this row.,,,,
EX45,preventive,ROUTINE,a request for a blood test,third,No third person: an adult asks for this service for themselves and nobody asks on their behalf. First person only — that row is unaffected.,no,SKIP — does not apply,NO_RELATIONS,(none),,,,This person does not apply — see person_note. | Gloss is the frozen v1 English at this corpus position. It describes the presentation; it is not a sentence to translate.,,,,
EX46,preventive,ROUTINE,a child vaccination appointment,first,,yes,WRITE,,,,,,Gloss is the frozen v1 English at this corpus position. It describes the presentation; it is not a sentence to translate. | First person: the patient's own words about themselves. No {REL} in this row.,,,,
EX46,preventive,ROUTINE,a child vaccination appointment,third,,yes,WRITE,ADULT_RELATIONS,My wife / My husband / My mother / My father / My sister / My neighbour / My grandmother,,,,"Gloss is the frozen v1 English at this corpus position. It describes the presentation; it is not a sentence to translate. | Write the five characters {REL} where the relation word goes. Make {REL} the GRAMMATICAL SUBJECT of the sentence, and check your sentence still reads naturally for every relation listed in relation_set_members. Never mix first and third person inside one sentence.",,,,
EX47,preventive,ROUTINE,a question about healthy diet,first,,yes,WRITE,,,,,,Gloss is the frozen v1 English at this corpus position. It describes the presentation; it is not a sentence to translate. | First person: the patient's own words about themselves. No {REL} in this row.,,,,
EX47,preventive,ROUTINE,a question about healthy diet,third,,yes,WRITE,ALL_RELATIONS,My child / My wife / My husband / My mother / My father / My sister / My neighbour / My grandmother,,,,"Gloss is the frozen v1 English at this corpus position. It describes the presentation; it is not a sentence to translate. | Write the five characters {REL} where the relation word goes. Make {REL} the GRAMMATICAL SUBJECT of the sentence, and check your sentence still reads naturally for every relation listed in relation_set_members. Never mix first and third person inside one sentence.",,,,
PR01,preventive,URGENT,household contact of a TB patient,first,,yes,WRITE,,,,,,First person: the patient's own words about themselves. No {REL} in this row.,,,,
PR01,preventive,URGENT,household contact of a TB patient,third,,yes,WRITE,ALL_RELATIONS,My child / My wife / My husband / My mother / My father / My sister / My neighbour / My grandmother,,,,"Write the five characters {REL} where the relation word goes. Make {REL} the GRAMMATICAL SUBJECT of the sentence, and check your sentence still reads naturally for every relation listed in relation_set_members. Never mix first and third person inside one sentence.",,,,
PR02,preventive,ROUTINE,family planning advice,first,,yes,SKIP — held,,,,yes,,"Out of generation, held: whether men present for family-planning advice is a Rwandan service-design question nobody has answered. Do not write a phrase for it.",,,,
PR02,preventive,ROUTINE,family planning advice,third,,yes,SKIP — held,NONE — do not generate,(none — this concept generates no third person),,yes,,"Out of generation, held: whether men present for family-planning advice is a Rwandan service-design question nobody has answered. Do not write a phrase for it.",,,,
PR03,preventive,ROUTINE,HIV test request,first,,yes,WRITE,,,,,,First person: the patient's own words about themselves. No {REL} in this row.,,,,
PR03,preventive,ROUTINE,HIV test request,third,,yes,WRITE,HOUSEHOLD_RELATIONS,My wife / My husband / My mother / My father / My sister / My child,,,,"Write the five characters {REL} where the relation word goes. Make {REL} the GRAMMATICAL SUBJECT of the sentence, and check your sentence still reads naturally for every relation listed in relation_set_members. Never mix first and third person inside one sentence.",,,,
PR04,preventive,ROUTINE,collecting a mosquito net,first,,yes,WRITE,,,,,,First person: the patient's own words about themselves. No {REL} in this row.,,,,
PR04,preventive,ROUTINE,collecting a mosquito net,third,,yes,WRITE,HOUSEHOLD_RELATIONS,My wife / My husband / My mother / My father / My sister / My child,,,,"Write the five characters {REL} where the relation word goes. Make {REL} the GRAMMATICAL SUBJECT of the sentence, and check your sentence still reads naturally for every relation listed in relation_set_members. Never mix first and third person inside one sentence.",,,,
PR05,preventive,ROUTINE,first antenatal booking visit,first,,yes,WRITE,,,"OB11 — PR05 is a FIRST booking, OB11 is a routine check. These two are one character from being merged in the Kinyarwanda measurement; keep the two Kiswahili sentences clearly different from the start.",,,First person: the patient's own words about themselves. No {REL} in this row.,,,,
PR05,preventive,ROUTINE,first antenatal booking visit,third,,yes,WRITE,OBSTETRIC_RELATIONS,My wife / My mother / My sister / My neighbour,"OB11 — PR05 is a FIRST booking, OB11 is a routine check. These two are one character from being merged in the Kinyarwanda measurement; keep the two Kiswahili sentences clearly different from the start.",,,"Write the five characters {REL} where the relation word goes. Make {REL} the GRAMMATICAL SUBJECT of the sentence, and check your sentence still reads naturally for every relation listed in relation_set_members. Never mix first and third person inside one sentence.",,,,
PR06,preventive,ROUTINE,blood pressure screening,first,,yes,WRITE,,,,,,First person: the patient's own words about themselves. No {REL} in this row.,,,,
PR06,preventive,ROUTINE,blood pressure screening,third,No third person: an adult asks for this service for themselves and nobody asks on their behalf. First person only — that row is unaffected.,no,SKIP — does not apply,NO_RELATIONS,(none),,,,This person does not apply — see person_note.,,,,
PR07,preventive,ROUTINE,cervical screening appointment,first,,yes,WRITE,,,,,,First person: the patient's own words about themselves. No {REL} in this row.,,,,
PR07,preventive,ROUTINE,cervical screening appointment,third,No third person: an adult asks for this service for themselves and nobody asks on their behalf. First person only — that row is unaffected.,no,SKIP — does not apply,NO_RELATIONS,(none),,,,This person does not apply — see person_note.,,,,
PR08,preventive,ROUTINE,infant feeding advice,first,,yes,WRITE,,,,,,First person: the patient's own words about themselves. No {REL} in this row.,,,,
PR08,preventive,ROUTINE,infant feeding advice,third,,yes,WRITE,ADULT_RELATIONS,My wife / My husband / My mother / My father / My sister / My neighbour / My grandmother,,,,"Write the five characters {REL} where the relation word goes. Make {REL} the GRAMMATICAL SUBJECT of the sentence, and check your sentence still reads naturally for every relation listed in relation_set_members. Never mix first and third person inside one sentence.",,,,
PR09,preventive,ROUTINE,deworming for a child,first,,yes,WRITE,,,,,,First person: the patient's own words about themselves. No {REL} in this row.,,,,
PR09,preventive,ROUTINE,deworming for a child,third,,yes,WRITE,ADULT_RELATIONS,My wife / My husband / My mother / My father / My sister / My neighbour / My grandmother,,,,"Write the five characters {REL} where the relation word goes. Make {REL} the GRAMMATICAL SUBJECT of the sentence, and check your sentence still reads naturally for every relation listed in relation_set_members. Never mix first and third person inside one sentence.",,,,
PR10,preventive,ROUTINE,advice on safe drinking water,first,,yes,WRITE,,,,,,First person: the patient's own words about themselves. No {REL} in this row.,,,,
PR10,preventive,ROUTINE,advice on safe drinking water,third,,yes,WRITE,HOUSEHOLD_RELATIONS,My wife / My husband / My mother / My father / My sister / My child,,,,"Write the five characters {REL} where the relation word goes. Make {REL} the GRAMMATICAL SUBJECT of the sentence, and check your sentence still reads naturally for every relation listed in relation_set_members. Never mix first and third person inside one sentence.",,,,
