concept_id,domain,proposed_urgency,english_gloss,anchor,person,applies,person_note,form,relation_set,suggested_english,candidate_origin,confidence,verdict_fidelity,suggestion_note,verdict_register,rw_english_check,your_phrasing,second_phrasing_optional,notes,source,needs_clinician,hold
OB03,obstetric,CRITICAL,cord or hand presenting before the baby,MCPC: cord prolapse,third,yes,"first = the pregnant woman; third = husband, mother or neighbour reporting",utterance,OBSTETRIC_RELATIONS,{REL} is giving birth but the baby's cord came out first.,new_draft,low,unverified: clinician,person transform of the first. Held for the same reason.,,,,,,,YES — same sign as the first person; see that row.,yes
OB04,obstetric,CRITICAL,labour over 24 hours without delivery,MCPC: obstructed labour / prolonged labour,first,yes,"first = the pregnant woman; third = husband, mother or neighbour reporting",utterance,,I have been in labour the whole day and the baby has not come out.,new_draft,medium,ok,"gloss 'labour over 24 hours without delivery'. Matches the speaker's 'maze umunsi wose... ariko umwana ntarasohoka'. Replaces draft D015 'in labour since yesterday and the baby has not come': 'since yesterday' collides with the ONSET slot, which supplies ' since yesterday' itself, so that draft could render 'in labour since yesterday since yesterday'.",4,,,,"draft D015 from phrase_review_sheet.csv, Claude 2026-08-31, never reviewed",machine_reviewed,,
OB04,obstetric,CRITICAL,labour over 24 hours without delivery,MCPC: obstructed labour / prolonged labour,third,yes,"first = the pregnant woman; third = husband, mother or neighbour reporting",utterance,OBSTETRIC_RELATIONS,{REL} has been in labour the whole day and the baby has not come out.,new_draft,medium,ok,person transform of the first.,4,,,,,machine_reviewed,,
OB05,obstetric,CRITICAL,fever with foul discharge after delivery,MCPC: puerperal sepsis,first,yes,"first = the pregnant woman; third = husband, mother or neighbour reporting",utterance,,After giving birth I have a fever and a discharge that smells bad.,new_draft,low,unverified: clinician,"gloss 'fever with foul discharge after delivery', anchor MCPC puerperal sepsis. 'Smells bad' rather than 'foul-smelling' as the patient's own register. Replaces draft D019.",4,,,,"draft D019 from phrase_review_sheet.csv, Claude 2026-08-31, never reviewed",machine_reviewed,YES — the Kinyarwanda first person is flagged for the discharge description and the same words carry it in English.,
OB05,obstetric,CRITICAL,fever with foul discharge after delivery,MCPC: puerperal sepsis,third,yes,"first = the pregnant woman; third = husband, mother or neighbour reporting",utterance,OBSTETRIC_RELATIONS,"After giving birth, {REL} has a fever and a discharge that smells bad.",new_draft,low,unverified: clinician,"{REL} is the subject of the main clause but not the first word, so lint warns positionally. That is the shape the speaker used for their own third ('Nyuma yo kubyara, {REL} afite umuriro...'), and the renderer lowercases a non-initial relation correctly.",4,,,,,machine_reviewed,"YES — carries the identical description to the first person, so it inherits the same flag even though the Kinyarwanda flags only the first.",
OB06,obstetric,URGENT,reduced fetal movement,MCPC: reduced/absent fetal movement,first,yes,"first = the pregnant woman; third = husband, mother or neighbour reporting",utterance,,I am pregnant but the baby is no longer moving in my stomach.,new_draft,medium,ok,"gloss 'reduced or absent fetal movement'. The draft says absent, not reduced; the speaker's first person says the same ('ntagikina... nk'uko bisanzwe' is closer to reduced, their third is absent). Flagged rather than split: if the concept must cover reduced movement too, it is the gloss and both languages that need the change.",4,,,,"draft D023 from phrase_review_sheet.csv, Claude 2026-08-31, never reviewed",machine_reviewed,,
OB06,obstetric,URGENT,reduced fetal movement,MCPC: reduced/absent fetal movement,third,yes,"first = the pregnant woman; third = husband, mother or neighbour reporting",utterance,OBSTETRIC_RELATIONS,{REL} is pregnant but the baby is no longer moving in her stomach.,new_draft,medium,ok,person transform of the first.,4,,,,,machine_reviewed,,
OB07,obstetric,URGENT,membranes ruptured preterm,MCPC: prelabour rupture of membranes,first,yes,"first = the pregnant woman; third = husband, mother or neighbour reporting",utterance,,My waters have broken and my nine months are not yet complete.,new_draft,medium,ok,"gloss 'membranes ruptured preterm'. 'Waters have broken' and 'nine months' are the patient's terms; 'membranes' and 'preterm' are the record's. Replaces draft D027 'waters broke early, before nine months', a noun phrase.",4,"TWO doubts in one row. 'My waters have broken' is British and usually singular in East African English. And 'my nine months are not yet complete' is MY construction, mirroring igihe cyo kubyara ntikiragera — plausible, but I invented the English idiom and cannot check it.",,,"draft D027 from phrase_review_sheet.csv, Claude 2026-08-31, never reviewed",machine_reviewed,,
OB07,obstetric,URGENT,membranes ruptured preterm,MCPC: prelabour rupture of membranes,third,yes,"first = the pregnant woman; third = husband, mother or neighbour reporting",utterance,OBSTETRIC_RELATIONS,{REL}'s waters have broken and her nine months are not yet complete.,new_draft,medium,ok,"{REL} heads the subject as a possessor rather than as the subject noun itself. Grammatical and the renderer capitalises it correctly at position 0, but it is the one obstetric row where {REL} is not the bare subject — worth a look.",4,"TWO doubts in one row. 'My waters have broken' is British and usually singular in East African English. And 'my nine months are not yet complete' is MY construction, mirroring igihe cyo kubyara ntikiragera — plausible, but I invented the English idiom and cannot check it.",,,,machine_reviewed,,
OB08,obstetric,URGENT,labour pains before term,MCPC: preterm labour,first,yes,"first = the pregnant woman; third = husband, mother or neighbour reporting",utterance,,I am getting labour pains before my nine months are complete.,new_draft,medium,ok,"gloss 'labour pains before term'. Deliberately worded away from OB07 so the two preterm concepts do not converge: OB07 is the waters, OB08 is the pains, and neither phrase contains the other.",4,"'nine months are complete' — my construction, see OB07.",,,"draft D031 from phrase_review_sheet.csv, Claude 2026-08-31, never reviewed",machine_reviewed,,
OB08,obstetric,URGENT,labour pains before term,MCPC: preterm labour,third,yes,"first = the pregnant woman; third = husband, mother or neighbour reporting",utterance,OBSTETRIC_RELATIONS,{REL} is getting labour pains before her nine months are complete.,new_draft,medium,ok,person transform of the first.,4,"'nine months are complete' — my construction, see OB07.",,,,machine_reviewed,,
OB09,obstetric,URGENT,fever in pregnancy,MCPC: fever in pregnancy / puerperal infection,first,yes,"first = the pregnant woman; third = husband, mother or neighbour reporting",utterance,,I have a fever and I am pregnant.,new_draft,medium,ok,"gloss 'fever in pregnancy'. CLAUSE ORDER REVERSED 2026-09-04 to break a phrase-group union: as 'I am pregnant and I have a fever' the third person shared exactly 30 characters with OB01 third ('{REL} is pregnant and she has had a fit') and PREFIX_UNION_CHARS is 30, so a CRITICAL and an URGENT concept would have been held out as one unit. Content is unchanged from the speaker's 'Ndatwite kandi mfite umuriro.' — only the clause order moves, and leading with the symptom is arguably the better patient register anyway.",4,,,,"draft D035 from phrase_review_sheet.csv, Claude 2026-08-31, never reviewed",machine_reviewed,,
OB09,obstetric,URGENT,fever in pregnancy,MCPC: fever in pregnancy / puerperal infection,third,yes,"first = the pregnant woman; third = husband, mother or neighbour reporting",utterance,OBSTETRIC_RELATIONS,{REL} has a fever and she is pregnant.,new_draft,medium,ok,person transform of the first; see that row for why the clause order is reversed. Shared prefix with OB01 third is now 6.,4,,,,,machine_reviewed,,
OB10,obstetric,URGENT,persistent vomiting in pregnancy,MCPC: vomiting in pregnancy,first,yes,"first = the pregnant woman; third = husband, mother or neighbour reporting",utterance,,I am pregnant and I vomit everything I eat.,new_draft,medium,ok,"gloss 'persistent vomiting in pregnancy'. Note the overlap with GI01 'vomiting everything, I cannot keep water down' — same sign, different concept, distinguished only by the pregnancy clause. Neither phrase contains the other, but they will sit near each other in any similarity check.",4,,,,"draft D039 from phrase_review_sheet.csv, Claude 2026-08-31, never reviewed",machine_reviewed,,
OB10,obstetric,URGENT,persistent vomiting in pregnancy,MCPC: vomiting in pregnancy,third,yes,"first = the pregnant woman; third = husband, mother or neighbour reporting",utterance,OBSTETRIC_RELATIONS,{REL} is pregnant and she vomits everything she eats.,new_draft,medium,ok,person transform of the first.,4,,,,,machine_reviewed,,
OB11,obstetric,ROUTINE,routine antenatal check,routine antenatal care - not a complication; PCPNC territory,first,yes,"first = the pregnant woman; third = husband, mother or neighbour reporting",utterance,,I am pregnant and I want to come for my check-up.,new_draft,medium,ok,"gloss 'routine antenatal check'. FLAG: PR05 is 'first antenatal booking visit' and is ruled OBSTETRIC_RELATIONS for the same reason this row is. Two antenatal-visit concepts one word apart is a duplicate candidate — it should be ruled before either generates, not after.",4,,,,"draft D043 from phrase_review_sheet.csv, Claude 2026-08-31, never reviewed",machine_reviewed,,
OB11,obstetric,ROUTINE,routine antenatal check,routine antenatal care - not a complication; PCPNC territory,third,yes,"first = the pregnant woman; third = husband, mother or neighbour reporting",utterance,OBSTETRIC_RELATIONS,{REL} is pregnant and she wants to come for her check-up.,new_draft,medium,ok,"person transform of the first. The Kinyarwanda third here is the row whose NO_RELATIONS ruling conflicted with an accepted phrase; it was re-ruled to the obstetric four on 2026-09-04, which is the ruling this row resolves under.",4,,,,,machine_reviewed,,
OB12,obstetric,ROUTINE,breastfeeding advice after delivery,IMCI: assess breastfeeding / counselling,first,yes,"first = the pregnant woman; third = husband, mother or neighbour reporting",utterance,,I want advice on how to breastfeed my baby.,new_draft,medium,ok,"gloss 'breastfeeding advice after delivery'. Rule 12: the requester and the beneficiary are the mother, so first person is ordinary here.",4,,,,"draft D047 from phrase_review_sheet.csv, Claude 2026-08-31, never reviewed",machine_reviewed,,
OB12,obstetric,ROUTINE,breastfeeding advice after delivery,IMCI: assess breastfeeding / counselling,third,yes,"first = the pregnant woman; third = husband, mother or neighbour reporting",utterance,OBSTETRIC_RELATIONS_NO_MOTHER,{REL} wants advice on how to breastfeed her baby.,new_draft,medium,ok,"HOLD LIFTED 2026-09-04 by the reviewer's ruling: Mama is dropped from this concept's relation set, so the implication that the speaker's own mother has recently delivered cannot arise. The set is OBSTETRIC_RELATIONS_NO_MOTHER — My wife, My sister, My neighbour — derived from the obstetric four rather than retyped. THE SAME RULING IS OWED TO THE KINYARWANDA RECORD: routine_relation_sets.csv still has OB12 as HELD, and until it is updated the ruling lives only in english_relations.PENDING_RULINGS, which is a second source of truth and must not stay one.",4,,,,HOLD INHERITED from Kinyarwanda — lift it here if the reason is Kinyarwanda wording rather than the concept,machine_reviewed,,
EX40,paediatric,CRITICAL,,,first,no,usually third (the parent speaks); write first only if an older child would say it,utterance,,convulsions with a fever above 40 degrees,v1_corpus,unreviewed,unverified: concept identity,"The v1 phrases were catalogued as 'existing phrase - no concept recorded', so there is no gloss to check this against. Confirm the English still describes the same presentation the Kinyarwanda row now describes before ruling on register.",,,,,"applies=no inherited from the Kinyarwanda brief | v1 corpus string at this position, carried as a CANDIDATE. It is currently a noun_phrase rendered after a subject; as an utterance it needs the subject folded in.",,,
EX40,paediatric,CRITICAL,,,third,yes,usually third (the parent speaks); write first only if an older child would say it,utterance,CHILD_RELATIONS,{REL} is convulsing and has a fever above 40 degrees.,new_draft,medium,ok,"CLUSTER 1 RULED 2026-09-05: EX40 collapses into IF02, and this row's wording — 'above 40 degrees' — becomes IF02's SECOND PHRASING rather than being discarded, on the EX16/EX17 pattern. The English text stays here as the record of what that second phrasing says; moving it into IF02's second_phrasing_optional is part of executing the collapse, which is cross-language. Held so it is not accepted as a standalone concept phrase in the meantime.",,,,,,,,yes
EX41,paediatric,CRITICAL,,,first,no,usually third (the parent speaks); write first only if an older child would say it,utterance,,a child struggling to breathe and turning blue,v1_corpus,unreviewed,unverified: concept identity,"The v1 phrases were catalogued as 'existing phrase - no concept recorded', so there is no gloss to check this against. Confirm the English still describes the same presentation the Kinyarwanda row now describes before ruling on register.",,,,,"applies=no inherited from the Kinyarwanda brief | v1 corpus string at this position, carried as a CANDIDATE. It is currently a noun_phrase rendered after a subject; as an utterance it needs the subject folded in.",,,
EX41,paediatric,CRITICAL,,,third,yes,usually third (the parent speaks); write first only if an older child would say it,utterance,CHILD_RELATIONS,{REL} is struggling to breathe and their skin has turned blue.,new_draft,medium,ok,"v1 concept with authored Kinyarwanda — 'uruhu rwe rwahindutse ubururu', SKIN, not lips. That is what distinguishes it from CR03 (lips) and from EX04 (colour unspecified), so the word is doing real work and is kept. Singular 'their' per the ruling.",4,,,,,machine_reviewed,,
PA01,paediatric,CRITICAL,child convulsing,,first,no,usually third (the parent speaks); write first only if an older child would say it,utterance,,,,,,,,,,,applies=no inherited from the Kinyarwanda brief,,,
PA01,paediatric,CRITICAL,child convulsing,,third,no,usually third (the parent speaks); write first only if an older child would say it,utterance,CHILD_RELATIONS,my child is having a fit,sheet_draft,unreviewed,,"COLLAPSED INTO EX33 — ruled 2026-09-05. EX33 carries the authored Kinyarwanda and inherits PA01's anchor. Not drafted in English; the stale sheet draft here must not be accepted. Execution is cross-language, same shape as PA06 -> EX42 and PA03 -> EX32.",,,,,"draft D145 from phrase_review_sheet.csv, Claude 2026-08-31, never reviewed. Written in carer voice already; needs {REL} substituted for the relation before it can expand.",,,yes
PA02,paediatric,CRITICAL,child too weak to breastfeed,IMCI general danger sign: not able to drink or breastfeed,first,no,usually third (the parent speaks); write first only if an older child would say it,utterance,,,,,,,,,,,applies=no inherited from the Kinyarwanda brief,,,
PA02,paediatric,CRITICAL,child too weak to breastfeed,IMCI general danger sign: not able to drink or breastfeed,third,yes,usually third (the parent speaks); write first only if an older child would say it,utterance,CHILD_RELATIONS,{REL} is too weak to breastfeed.,new_draft,medium,ok,"gloss 'child too weak to breastfeed', IMCI general danger sign. AXIS RECORDED 2026-09-04, correcting an earlier note that called this row unentangled: PA02 shares IF03's anchor byte for byte ('not able to drink or breastfeed'). It survives because the anchor names TWO signs and the two concepts take one limb each — IF03 is 'fever and unable to drink', PA02 is 'too weak to breastfeed' — and that axis is visible in both glosses, which is what PA01 and PA03 lack. Found by review/shared_anchors.py, not by hand. Replaces sheet draft 'my baby is too weak to breastfeed'; {REL} substituted so CHILD_RELATIONS applies.",4,,,,"draft D147 from phrase_review_sheet.csv, Claude 2026-08-31, never reviewed. Written in carer voice already; needs {REL} substituted for the relation before it can expand.",machine_reviewed,,
PA03,paediatric,CRITICAL,child unconscious or floppy,IMCI general danger sign: lethargic or unconscious,first,no,usually third (the parent speaks); write first only if an older child would say it,utterance,,,,,,,,,,,applies=no inherited from the Kinyarwanda brief,,,
PA03,paediatric,CRITICAL,child unconscious or floppy,IMCI general danger sign: lethargic or unconscious,third,yes,usually third (the parent speaks); write first only if an older child would say it,utterance,CHILD_RELATIONS,my child is floppy and will not wake,sheet_draft,unreviewed,,"COLLAPSED INTO EX32 — ruled 2026-09-05. Not drafted in English; the text here remains the stale 2026-08-31 sheet draft and must not be accepted. Execution is cross-language: applies=no on both PA03 rows, PA03's anchor re-keyed to EX32, row target down one concept. Same shape as PA06 -> EX42.",,,,,"draft D149 from phrase_review_sheet.csv, Claude 2026-08-31, never reviewed. Written in carer voice already; needs {REL} substituted for the relation before it can expand.",,,yes
PA04,paediatric,CRITICAL,child breathing fast with chest indrawing,IMCI: chest indrawing -> SEVERE PNEUMONIA,first,no,usually third (the parent speaks); write first only if an older child would say it,utterance,,,,,,,,,,,applies=no inherited from the Kinyarwanda brief,,,
PA04,paediatric,CRITICAL,child breathing fast with chest indrawing,IMCI: chest indrawing -> SEVERE PNEUMONIA,third,yes,usually third (the parent speaks); write first only if an older child would say it,utterance,CHILD_RELATIONS,my child breathes fast and the chest pulls in,sheet_draft,unreviewed,,"HELD 2026-09-05 — cluster 3, PA04 against CR04. Stale sheet draft 'my child breathes fast and the chest pulls in'. It is a THIRD description of chest indrawing, added while CR04's two rivals ('igituza kiramanuka' and 'munsi y'igituza harinjira') are still unresolved and CR04 itself is held. The identical anchor and the CRITICAL/URGENT conflict are the ruling; this text must not be accepted before it.",,,,,"draft D151 from phrase_review_sheet.csv, Claude 2026-08-31, never reviewed. Written in carer voice already; needs {REL} substituted for the relation before it can expand.",,,yes
EX42,paediatric,URGENT,,,first,no,usually third (the parent speaks); write first only if an older child would say it,utterance,,a fever and a rash spreading on the body,v1_corpus,unreviewed,unverified: concept identity,"applies=no — the correction landed on the third person, which is the row this concept generates from. Parity question answered by the reviewer's ruling.",,,,,"applies=no inherited from the Kinyarwanda brief | v1 corpus string at this position, carried as a CANDIDATE. It is currently a noun_phrase rendered after a subject; as an utterance it needs the subject folded in.",,,
EX42,paediatric,URGENT,,,third,no,usually third (the parent speaks); write first only if an older child would say it,utterance,CHILD_RELATIONS,{REL} has a fever and small spots on the body.,new_draft,medium,ok,"PARITY CORRECTION. v1 English said the rash was SPREADING; French 'se propagent' and Swahili 'vinavyoenea' agree, and the Kinyarwanda says only 'uduheri ku mubiri', small spots on the body — gukwirakwira is attested in neither the speaker's nor the approved sets. Spreading is a progression claim nobody made in Kinyarwanda. First person is applies=no, so this is the row the concept reaches the corpus through. FLAG: PA06 is 'child with fever and rash (IMCI MEASLES)' and its draft is 'my child has a fever and spots all over'. EX42 and PA06 look like one concept; rule it before the paediatric batch drafts both.",,,,,,,,
EX43,paediatric,URGENT,,,first,no,usually third (the parent speaks); write first only if an older child would say it,utterance,,a high fever and refusing to eat,v1_corpus,unreviewed,unverified: concept identity,flagged during the English pass; no English text drafted for this concept yet (paediatric batch outstanding),,,,,"applies=no inherited from the Kinyarwanda brief | v1 corpus string at this position, carried as a CANDIDATE. It is currently a noun_phrase rendered after a subject; as an utterance it needs the subject folded in.",,"URGENCY LABEL — the row is labelled URGENT and the concept has moved twice on one axis. v1 Kinyarwanda 'ntarya' (does not eat); en/fr/sw 'refuses to eat'; the speaker's rewrite 'ntabwo arimo kubasha kurya' (is NOT ABLE to eat). Not able is the stronger claim, and IF03 and PA02 — both built on IMCI's 'not able to drink or breastfeed' — are CRITICAL while this stays URGENT. BUT the IMCI danger sign is drinking and breastfeeding, NOT eating: a child who will not eat but still drinks is not in the severe class. So the answer is not simply 'relabel CRITICAL'. See review/ex-concept-drift.md.",
EX43,paediatric,URGENT,,,third,yes,usually third (the parent speaks); write first only if an older child would say it,utterance,CHILD_RELATIONS,{REL} has a high fever and is not eating.,new_draft,medium,ok,"PARITY RESTORED. The Kinyarwanda third has been reverted to 'ntarya' since this was drafted, so English and Kinyarwanda now agree and the gap I opened deliberately is closed. v1 English/French/Swahili still say 'refusing'; French and Swahili need the same correction.",4,,,,,machine_reviewed,YES — kept per the ruling. The concept sits deliberately below IMCI's danger sign (not able to DRINK or breastfeed) and the URGENT label depends on that reading being right.,
PA05,paediatric,URGENT,child with diarrhoea and sunken eyes,IMCI: SOME/SEVERE DEHYDRATION,first,no,usually third (the parent speaks); write first only if an older child would say it,utterance,,,,,,,,,,,applies=no inherited from the Kinyarwanda brief,,,
PA05,paediatric,URGENT,child with diarrhoea and sunken eyes,IMCI: SOME/SEVERE DEHYDRATION,third,yes,usually third (the parent speaks); write first only if an older child would say it,utterance,CHILD_RELATIONS,my child has diarrhoea and the eyes look sunken,sheet_draft,unreviewed,,"HELD 2026-09-05 — cluster 4, PA05 against GI04. Stale sheet draft 'my child has diarrhoea and the eyes look sunken'. This is one of the last two places the sunken-eye sign survives anywhere in the corpus after the speaker resolved GI04 to 'yagize umwuma'. Held so the sign is not re-established in English by an accept while the collapse is open.",,,,,"draft D153 from phrase_review_sheet.csv, Claude 2026-08-31, never reviewed. Written in carer voice already; needs {REL} substituted for the relation before it can expand.",,"The sunken-eye sign is attested in neither of the two Rwandan corpora checked, and the speaker has since resolved the parallel concept GI04 WITHOUT it, writing 'yagize umwuma' (has become dry). PA05 is the only row still carrying sunken eyes. The question is whether the sign is reported in Rwanda at all, not what the word is.",yes
PA06,paediatric,URGENT,child with fever and rash,,first,no,usually third (the parent speaks); write first only if an older child would say it,utterance,,,,,,,,,,,applies=no inherited from the Kinyarwanda brief,,,
PA06,paediatric,URGENT,child with fever and rash,,third,no,usually third (the parent speaks); write first only if an older child would say it,utterance,CHILD_RELATIONS,my child has a fever and spots all over,sheet_draft,unreviewed,,"RULED 2026-09-04: PA06 collapses into EX42 — one presentation, same domain, same urgency, same relation set, and no recorded axis between them. EX42 survives because it carries the speaker's authored Kinyarwanda; PA06's gloss and anchor (IMCI MEASLES) move to EX42, which otherwise has no clinical reference at all. NOT DRAFTED in English on purpose. Execution is cross-language and belongs to the Kinyarwanda session: applies=no on both PA06 rows, concept_anchors.csv re-keyed to EX42, row target down one concept. See review/paediatric-survey.md.",,,,,"draft D155 from phrase_review_sheet.csv, Claude 2026-08-31, never reviewed. Written in carer voice already; needs {REL} substituted for the relation before it can expand.",,,
PA07,paediatric,URGENT,"child very thin, not gaining weight",IMCI: ACUTE MALNUTRITION (MUAC/oedema),first,no,usually third (the parent speaks); write first only if an older child would say it,utterance,,,,,,,,,,,applies=no inherited from the Kinyarwanda brief,,,
PA07,paediatric,URGENT,"child very thin, not gaining weight",IMCI: ACUTE MALNUTRITION (MUAC/oedema),third,yes,usually third (the parent speaks); write first only if an older child would say it,utterance,CHILD_RELATIONS,{REL} is very thin and is not putting on weight.,new_draft,medium,ok,"gloss 'child very thin, not gaining weight', IMCI ACUTE MALNUTRITION. Not entangled. 'Putting on weight' over 'gaining weight' as the parent's register. The MUAC/oedema part of the anchor is deliberately absent — it is the measurement, not the report.",4,'putting on weight' is British; 'gaining weight' is the more neutral form.,,,"draft D157 from phrase_review_sheet.csv, Claude 2026-08-31, never reviewed. Written in carer voice already; needs {REL} substituted for the relation before it can expand.",machine_reviewed,,
PA08,paediatric,URGENT,child with ear pain and discharge,IMCI: ACUTE EAR INFECTION,first,yes,usually third (the parent speaks); write first only if an older child would say it,utterance,,My child's ear is hurting and there is fluid coming out.,new_draft,medium,ok,"HOLD LIFTED — the Kinyarwanda hold is a pure vocabulary blocker and does not transfer. Section 7 records it: no ear term is attested anywhere in the approved Kinyarwanda ('ugutwi' appears in none of the speaker's phrases, none of vocabulary.py, none of the review sheet), so the row cannot be written in Kinyarwanda without the speaker supplying a word. English has no such gap. This is exactly the case the brief's carry-over rule anticipated: inherit the hold, then lift it where the reason is Kinyarwanda wording rather than the concept. RULE 12 NOTE: first person here is the CARER, not the child — the parent reports the child's ear.",4,"'fluid coming out' of the ear. The Kinyarwanda is vocabulary-blocked here so there is nothing to check against; the ordinary phrase may be that the ear is discharging, or that water is coming out.",,,"HOLD INHERITED from Kinyarwanda — lift it here if the reason is Kinyarwanda wording rather than the concept | draft D159 from phrase_review_sheet.csv, Claude 2026-08-31, never reviewed",machine_reviewed,,
PA08,paediatric,URGENT,child with ear pain and discharge,IMCI: ACUTE EAR INFECTION,third,yes,usually third (the parent speaks); write first only if an older child would say it,utterance,CHILD_RELATIONS,{REL} has ear pain and fluid coming out of the ear.,new_draft,medium,ok,"person transform. CHILD_RELATIONS, so {REL} is the child and the speaker is the carer either way; the first person differs by naming the child as 'my child' rather than through the relation slot.",4,"'fluid coming out' of the ear. The Kinyarwanda is vocabulary-blocked here so there is nothing to check against; the ordinary phrase may be that the ear is discharging, or that water is coming out.",,,,machine_reviewed,,
PA09,paediatric,ROUTINE,child growth monitoring visit,IMCI: care of the well child,first,yes,usually third (the parent speaks); write first only if an older child would say it,utterance,,I want my child's weight checked.,new_draft,medium,ok,"gloss 'child growth monitoring visit'. Matches the speaker's own 'Ndashaka ko bapima ibiro by'umwana wanjye.' Rule 12: the requester is the carer, so first person is the parent, not the child.",4,,,,"draft D161 from phrase_review_sheet.csv, Claude 2026-08-31, never reviewed",machine_reviewed,,
PA09,paediatric,ROUTINE,child growth monitoring visit,IMCI: care of the well child,third,yes,usually third (the parent speaks); write first only if an older child would say it,utterance,ADULT_RELATIONS,{REL} wants their child's weight checked.,new_draft,medium,ok,"ADULT_RELATIONS, not CHILD_RELATIONS — group A: the carer speaks and the child stays lexical. So {REL} is the adult and 'their child' is the patient, matching the speaker's '{REL} ashaka ko bapima ibiro by'umwana we.' Singular 'their' per the ruling, and it does double duty here: it is both gender-neutral and the possessive the Kinyarwanda 'we' carries.",4,,,,,machine_reviewed,,
PA10,paediatric,ROUTINE,child due for vaccination,,first,no,usually third (the parent speaks); write first only if an older child would say it,utterance,,,,,,,,,,,applies=no inherited from the Kinyarwanda brief,,,
PA10,paediatric,ROUTINE,child due for vaccination,,third,no,usually third (the parent speaks); write first only if an older child would say it,utterance,CHILD_RELATIONS,,dropped,,,,,,,,"applies=no inherited from the Kinyarwanda brief | draft D163 dropped (collapsed into EX46): 'my child is due for vaccination'. Recorded so the drop is visible, not silent.",,,
PR01,preventive,URGENT,household contact of a TB patient,clinician-defined (no WHO emergency-care anchor),first,yes,,utterance,,Someone at home has TB and I want to be checked.,new_draft,medium,ok,gloss 'household contact of a TB patient'. Matches 'Mu rugo hari umuntu urwaye igituntu kandi ndashaka kwisuzumisha.',4,,,,"draft D165 from phrase_review_sheet.csv, Claude 2026-08-31, never reviewed",machine_reviewed,,
PR01,preventive,URGENT,household contact of a TB patient,clinician-defined (no WHO emergency-care anchor),third,yes,,utterance,ALL_RELATIONS,Someone at home has TB and {REL} wants to be checked.,new_draft,medium,ok,"matches 'Mu rugo hari umuntu urwaye igituntu kandi {REL} ashaka kwisuzumisha.' {REL} is mid-phrase, so lint warns positionally — the speaker's own shape. NOTE: this pair is why the closure doc's claim that 'the prefix rule can never catch a first/third pair' stopped being true — with {REL} mid-phrase the two persons share 42 leading characters in Kinyarwanda. In English they are joined anyway, as any concept's two persons are.",4,,,,,machine_reviewed,,
EX44,preventive,ROUTINE,,,first,yes,,utterance,,I have an appointment for my yearly check-up.,new_draft,medium,"unverified: no gloss, checked against the Kinyarwanda","matches 'Mfite gahunda yo kwisuzumisha buri mwaka.' This is one of the four EX rows the speaker rewrote on 2026-09-04 from a bare nominal to a first-person sentence, so the relation rulings apply; the English follows that shape rather than v1's noun phrase 'an annual checkup appointment'.",4,,,,"v1 corpus string at this position, carried as a CANDIDATE. It is currently a noun_phrase rendered after a subject; as an utterance it needs the subject folded in.",machine_reviewed,,
EX44,preventive,ROUTINE,,,third,no,"applies=no 2026-09-04. Ruled NO_RELATIONS — adult self-service, nobody presents on another's behalf. Same principle as the chronic_care five: leaving it open has walk.py offer a row that cannot generate. PR06 additionally settled a stale handover line that had said 'adult relations'. First person untouched.",utterance,NO_RELATIONS,,,,,,,,,,applies=no inherited from the Kinyarwanda brief,,,
EX45,preventive,ROUTINE,,,first,yes,,utterance,,I want to have a blood test.,new_draft,medium,"unverified: no gloss, checked against the Kinyarwanda",matches 'Ndashaka ko bapima amaraso.' Worded away from PR06 ('I want my blood pressure checked') so neither is a subsequence of the other — 'a blood test' rather than 'my blood tested' is what breaks it.,4,,,,"v1 corpus string at this position, carried as a CANDIDATE. It is currently a noun_phrase rendered after a subject; as an utterance it needs the subject folded in.",machine_reviewed,,
EX45,preventive,ROUTINE,,,third,no,"applies=no 2026-09-04. Ruled NO_RELATIONS — adult self-service, nobody presents on another's behalf. Same principle as the chronic_care five: leaving it open has walk.py offer a row that cannot generate. PR06 additionally settled a stale handover line that had said 'adult relations'. First person untouched.",utterance,NO_RELATIONS,,,,,,,,,,applies=no inherited from the Kinyarwanda brief,,,
EX46,preventive,ROUTINE,,,first,yes,,utterance,,I have an appointment to get my child vaccinated.,new_draft,medium,"unverified: no gloss, checked against the Kinyarwanda","matches 'Mfite gahunda yo gukingiza umwana.' Rule 12: the requester is the carer, so the first person is the parent. PA10 collapsed into this concept.",4,,,,"PA10 collapsed into this concept. Its English text was 'my child is due for vaccination' — Kinyarwanda kept both wordings here (EX16 carries EX17's as a second phrasing), so consider it for second_phrasing_optional rather than letting it drop. | v1 corpus string at this position, carried as a CANDIDATE. It is currently a noun_phrase rendered after a subject; as an utterance it needs the subject folded in.",machine_reviewed,,
EX46,preventive,ROUTINE,,,third,yes,,utterance,ADULT_RELATIONS,{REL} has an appointment to get their child vaccinated.,new_draft,medium,"unverified: no gloss, checked against the Kinyarwanda","ADULT_RELATIONS — group A, the carer speaks and the child stays lexical, so {REL} is the adult and 'their child' is the patient. Matches '{REL} afite gahunda yo gukingiza umwana.'",4,,,,,machine_reviewed,,
