concept_id,domain,proposed_urgency,english_gloss,anchor,person,applies,person_note,form,relation_set,suggested_french,candidate_origin,confidence,verdict_fidelity,suggestion_note,verdict_register,rw_french_check,agreement_check,your_phrasing,second_phrasing_optional,notes,source,needs_clinician,hold
OB02,obstetric,CRITICAL,severe headache with blurred vision in pregnancy,"MCPC: severe pre-eclampsia (headache, visual disturbance)",third,yes,"first = the pregnant woman; third = husband, mother or neighbour reporting",utterance,OBSTETRIC_RELATIONS,"{REL} est enceinte, elle a tres mal a la tete et elle ne voit pas bien.",new_draft,medium,ok,,4,,,,,,machine_reviewed,,
OB03,obstetric,CRITICAL,cord or hand presenting before the baby,MCPC: cord prolapse,first,yes,"first = the pregnant woman; third = husband, mother or neighbour reporting",utterance,,Je suis en train d'accoucher mais le cordon est sorti avant le bebe.,new_draft,medium,ok,"needs_clinician INHERITED AND IT MEANS WHAT IT SAYS: the wording is settled by the speaker but no clinician has validated the concept, and the standing instruction is DO NOT GENERATE UNTIL VALIDATED. Drafted so the row is reviewable, not so it can be built.",4,,,,,"draft D012 from phrase_review_sheet.csv, Claude 2026-08-31, never reviewed",machine_reviewed,INHERITED — restate in French terms during the domain pass,
OB03,obstetric,CRITICAL,cord or hand presenting before the baby,MCPC: cord prolapse,third,yes,"first = the pregnant woman; third = husband, mother or neighbour reporting",utterance,OBSTETRIC_RELATIONS,{REL} est en train d'accoucher mais le cordon est sorti avant le bebe.,new_draft,medium,ok,"Same clinician flag. The gloss says 'cord OR HAND presenting'; both the speaker's phrase and every draft in every language carry only the cord, so the hand limb is a gloss claim no language makes. Flagged, not fixed — narrowing a gloss is the reviewer's call and CR03 is the worked example of doing it in all the places at once.",4,,,,,,machine_reviewed,INHERITED — restate in French terms during the domain pass,
OB04,obstetric,CRITICAL,labour over 24 hours without delivery,MCPC: obstructed labour / prolonged labour,first,yes,"first = the pregnant woman; third = husband, mother or neighbour reporting",utterance,,Je suis en travail depuis toute la journee et le bebe n'est pas sorti.,new_draft,medium,ok,"Carries its own duration and joins the ONSET collision list with CR06, EX12, GI06, EX29 and IF04. The duration is the concept here — labour over 24 hours — so it cannot be dropped. Sheet draft D016's 'depuis hier' is replaced by the speaker's 'umunsi wose', the whole day.",3,"'en travail' for labour. Confirm it is ordinary Rwandan French rather than midwife register, and that 'depuis toute la journee' reads naturally given the ONSET slot appends another time expression.",,,,"draft D016 from phrase_review_sheet.csv, Claude 2026-08-31, never reviewed",machine_reviewed,,
OB04,obstetric,CRITICAL,labour over 24 hours without delivery,MCPC: obstructed labour / prolonged labour,third,yes,"first = the pregnant woman; third = husband, mother or neighbour reporting",utterance,OBSTETRIC_RELATIONS,{REL} est en travail depuis toute la journee et le bebe n'est pas sorti.,new_draft,medium,ok,,3,Same.,,,,,machine_reviewed,,
OB05,obstetric,CRITICAL,fever with foul discharge after delivery,MCPC: puerperal sepsis,first,yes,"first = the pregnant woman; third = husband, mother or neighbour reporting",utterance,,"Depuis mon accouchement, j'ai de la fievre et des pertes qui sentent mauvais.",new_draft,medium,ok,needs_clinician inherited: the discharge description is settled wording that no clinician has validated. 'malodorantes' from sheet draft D020 is down-registered to 'qui sentent mauvais' (rule 1).,4,,,,,"draft D020 from phrase_review_sheet.csv, Claude 2026-08-31, never reviewed",machine_reviewed,INHERITED — restate in French terms during the domain pass,
OB05,obstetric,CRITICAL,fever with foul discharge after delivery,MCPC: puerperal sepsis,third,yes,"first = the pregnant woman; third = husband, mother or neighbour reporting",utterance,OBSTETRIC_RELATIONS,"Depuis son accouchement, {REL} a de la fievre et des pertes qui sentent mauvais.",new_draft,medium,ok,"{REL} is not phrase-initial, so lint's rule-2 positional check will warn. It is still the grammatical subject; the speaker's own third has the identical shape ('Nyuma yo kubyara, {REL} afite...') and so does the English.",4,,,,,,machine_reviewed,,
OB06,obstetric,CRITICAL,fetal demise - the baby has died in the womb,MCPC: reduced/absent fetal movement,first,yes,"first = the pregnant woman; third = husband, mother or neighbour reporting",utterance,,le bebe ne bouge plus dans mon ventre,sheet_draft,unreviewed,,"HELD, AND THE RETAINED CANDIDATE IS NOW ON THE WRONG CONCEPT — which is the thing to notice here. OB06 was RE-RULED on 2026-09-05: it is FETAL DEMISE, the baby has died in the womb, because a Kinyarwanda speaker confirms 'ntagikina' means died and that no natural phrase says 'reduced movement'. Sheet draft D024 ('le bebe ne bouge plus dans mon ventre') and the English brief's 'the baby is no longer moving in my stomach' both describe REDUCED OR ABSENT MOVEMENT, which is now OB13's concept, not this one. So the French candidate and the entire English row are attached to a concept that no longer exists at this id. Nothing is drafted: the hold is for a clinician, on whether the urgency change to CRITICAL is right and whether fetal demise belongs in a triage taxonomy at all, since it is the one presentation here where no intervention follows.",,,,,,"HOLD INHERITED from Kinyarwanda — lift it here if the reason is Kinyarwanda wording rather than the concept | draft D024 from phrase_review_sheet.csv, Claude 2026-08-31, never reviewed",,INHERITED — restate in French terms during the domain pass,yes
OB06,obstetric,CRITICAL,fetal demise - the baby has died in the womb,MCPC: reduced/absent fetal movement,third,yes,"first = the pregnant woman; third = husband, mother or neighbour reporting",utterance,OBSTETRIC_RELATIONS,,,,,Held with the first.,,,,,,HOLD INHERITED from Kinyarwanda — lift it here if the reason is Kinyarwanda wording rather than the concept,,INHERITED — restate in French terms during the domain pass,yes
OB07,obstetric,URGENT,membranes ruptured preterm,MCPC: prelabour rupture of membranes,first,yes,"first = the pregnant woman; third = husband, mother or neighbour reporting",utterance,,J'ai perdu les eaux et je ne suis pas encore a terme.,new_draft,medium,ok,'perdu' is invariable with the object after it.,4,,,,,"draft D028 from phrase_review_sheet.csv, Claude 2026-08-31, never reviewed",machine_reviewed,,
OB07,obstetric,URGENT,membranes ruptured preterm,MCPC: prelabour rupture of membranes,third,yes,"first = the pregnant woman; third = husband, mother or neighbour reporting",utterance,OBSTETRIC_RELATIONS,{REL} a perdu les eaux et elle n'est pas encore a terme.,new_draft,medium,ok,"The speaker's third uses the possessive ('amazi ye yamenetse'); French puts {REL} in subject position per rule 2 and loses nothing, because 'elle' resolves inside the obstetric four.",4,,,,,,machine_reviewed,,
OB08,obstetric,URGENT,labour pains before term,MCPC: preterm labour,first,yes,"first = the pregnant woman; third = husband, mother or neighbour reporting",utterance,,J'ai des douleurs comme pour accoucher et je ne suis pas encore a terme.,new_draft,medium,ok,"Follows 'Ndumva mbabara nk'ugiye kubyara' — pains AS IF about to give birth — rather than sheet draft D032's 'douleurs de travail', which is the clinical term.",4,,,,,"draft D032 from phrase_review_sheet.csv, Claude 2026-08-31, never reviewed",machine_reviewed,,
OB08,obstetric,URGENT,labour pains before term,MCPC: preterm labour,third,yes,"first = the pregnant woman; third = husband, mother or neighbour reporting",utterance,OBSTETRIC_RELATIONS,{REL} a des douleurs comme pour accoucher et elle n'est pas encore a terme.,new_draft,medium,ok,,4,,,,,,machine_reviewed,,
OB09,obstetric,URGENT,fever in pregnancy,MCPC: fever in pregnancy / puerperal infection,first,yes,"first = the pregnant woman; third = husband, mother or neighbour reporting",utterance,,Je suis enceinte et j'ai de la fievre.,new_draft,medium,ok,"THE REWORD THAT MOTIVATED THIS ROW NO LONGER EXISTS, and it is worth saying so rather than inheriting its shape. OB09's Kinyarwanda was once reworded to avoid a prefix union with the other 'Ndatwite kandi' rows, and PREFIX_UNION_CHARS was then removed from the splitter, which left the reword unmotivated. Six French obstetric firsts now open 'Je suis enceinte et' or 'Je suis enceinte,'; under the ordered-subsequence rule that replaced the prefix rule, none of them joins another. Measured across the whole inventory, not assumed.",4,,,,,"draft D036 from phrase_review_sheet.csv, Claude 2026-08-31, never reviewed",machine_reviewed,,
OB09,obstetric,URGENT,fever in pregnancy,MCPC: fever in pregnancy / puerperal infection,third,yes,"first = the pregnant woman; third = husband, mother or neighbour reporting",utterance,OBSTETRIC_RELATIONS,{REL} est enceinte et elle a de la fievre.,new_draft,medium,ok,,4,,,,,,machine_reviewed,,
OB10,obstetric,URGENT,persistent vomiting in pregnancy,MCPC: vomiting in pregnancy,first,yes,"first = the pregnant woman; third = husband, mother or neighbour reporting",utterance,,Je suis enceinte et je vomis tout ce que je mange.,new_draft,medium,ok,"Checked against GI01, which is the same vomiting claim without the pregnancy: no union in either direction.",4,,,,,"draft D040 from phrase_review_sheet.csv, Claude 2026-08-31, never reviewed",machine_reviewed,,
OB10,obstetric,URGENT,persistent vomiting in pregnancy,MCPC: vomiting in pregnancy,third,yes,"first = the pregnant woman; third = husband, mother or neighbour reporting",utterance,OBSTETRIC_RELATIONS,{REL} est enceinte et elle vomit tout ce qu'elle mange.,new_draft,medium,ok,"THE RELATIVE CLAUSE SURVIVES HERE AND IT DID NOT AT GI01, which is the clearest single illustration of what FR-1 costs. GI01's third had to become 'toute la nourriture' because 'tout ce qu'il mange' forces a gender across a mixed relation set. Here the set is uniformly feminine, so 'tout ce qu'elle mange' is exact and the speaker's construction is preserved. Same clause, two different relation sets, two different outcomes.",4,,,,,,machine_reviewed,,
OB11,obstetric,ROUTINE,routine antenatal check,routine antenatal care - not a complication; PCPNC territory,first,yes,"first = the pregnant woman; third = husband, mother or neighbour reporting",utterance,,Je suis enceinte et je voudrais venir pour ma consultation.,new_draft,medium,ok,"Rule 12's ordinary case: beneficiary and requester are the same person, so a first person is unremarkable.",4,,,,,"draft D044 from phrase_review_sheet.csv, Claude 2026-08-31, never reviewed",machine_reviewed,,
OB11,obstetric,ROUTINE,routine antenatal check,routine antenatal care - not a complication; PCPNC territory,third,yes,"first = the pregnant woman; third = husband, mother or neighbour reporting",utterance,OBSTETRIC_RELATIONS,{REL} est enceinte et elle voudrait venir pour sa consultation.,new_draft,medium,ok,"Ruled OBSTETRIC_RELATIONS. Checked against CC09 and CC10, the other two routine check-up requests: no union.",4,,,,,,machine_reviewed,,
OB12,obstetric,ROUTINE,breastfeeding advice after delivery,IMCI: assess breastfeeding / counselling,first,yes,"first = the pregnant woman; third = husband, mother or neighbour reporting",utterance,,Je voudrais des conseils pour allaiter mon bebe.,new_draft,medium,ok,"One of four 'Je voudrais des conseils ...' rows — with EX47, PR08 and PR10 — and the cluster was checked pairwise through the splitter rule rather than by eye. No union.",4,"'allaiter', paired with PA02.",,,,"draft D048 from phrase_review_sheet.csv, Claude 2026-08-31, never reviewed",machine_reviewed,,
OB12,obstetric,ROUTINE,breastfeeding advice after delivery,IMCI: assess breastfeeding / counselling,third,yes,"first = the pregnant woman; third = husband, mother or neighbour reporting",utterance,OBSTETRIC_RELATIONS_NO_MOTHER,{REL} voudrait des conseils pour allaiter son bebe.,new_draft,medium,ok,"Hold lifted. The reason is recorded on the row itself and in french-review-pass.md; this batch exists because a hold has to be lifted explicitly, not by an empty cell.",4,,,,,HOLD INHERITED from Kinyarwanda — lift it here if the reason is Kinyarwanda wording rather than the concept,machine_reviewed,,
OB13,obstetric,URGENT,reduced fetal movement,MCPC: reduced/absent fetal movement,first,yes,usually third (the parent speaks); an older child would say it; the parent's version is the third person,utterance,,,,,,"NOT DRAFTED, ON THE SPEAKER'S RULING — AND FRENCH IS EVIDENCE ON THE QUESTION THAT RULING LEFT OPEN. OB13 was opened on 2026-09-05 to hold 'reduced fetal movement' when OB06 was re-ruled to fetal demise, so that the actionable half of the old concept did not vanish silently: a mother who notices less movement can be seen in time, a demise cannot. It has no phrase and is NOT awaiting one; the speaker reports Kinyarwanda has no natural expression for it, and the recorded instruction is do not draft. Respected here. BUT THE OPEN QUESTION IS 'does this presentation need to exist in the corpus if no natural Kinyarwanda phrase expresses it', and the French answer to the lexical half is that French expresses it perfectly ordinarily — 'le bebe bouge moins que d'habitude'. So the premise is Kinyarwanda-specific, and a corpus that drafts it in French and not in Kinyarwanda would be the EX43 divergence at its maximum: a concept present in one language and absent in another. Recorded rather than acted on. This is the sharpest case in the arm of the wording-gap against content-gap distinction NE05 introduced, and it runs the other way — here the gap decides whether the concept survives at all.",,,,,,HOLD INHERITED from Kinyarwanda — lift it here if the reason is Kinyarwanda wording rather than the concept,,INHERITED — restate in French terms during the domain pass,yes
OB13,obstetric,URGENT,reduced fetal movement,MCPC: reduced/absent fetal movement,third,yes,usually third (the parent speaks); the parent speaks,utterance,OBSTETRIC_RELATIONS,,,,,"Held with the first. Also pinned out of generation in the target arithmetic, subtracted as a concept exactly as PR02 is.",,,,,,HOLD INHERITED from Kinyarwanda — lift it here if the reason is Kinyarwanda wording rather than the concept,,INHERITED — restate in French terms during the domain pass,yes
EX40,paediatric,CRITICAL,,,first,no,usually third (the parent speaks); write first only if an older child would say it,utterance,,des convulsions avec une fievre au dessus de 40 degres,v1_corpus,unreviewed,unverified: concept identity,"The v1 phrases were catalogued as 'existing phrase - no concept recorded', so there is no gloss to check this against. Confirm the French still describes the same presentation the Kinyarwanda row now describes before ruling on register.",,,,,,"applies=no inherited from the Kinyarwanda brief | v1 corpus string at this position, carried as a CANDIDATE. It is currently a noun_phrase rendered after a subject; as an utterance it needs the subject folded in.",,,
EX40,paediatric,CRITICAL,,,third,yes,usually third (the parent speaks); write first only if an older child would say it,utterance,CHILD_RELATIONS,{REL} convulse et a une fievre au-dessus de 40 degres.,new_draft,medium,unverified: no gloss,"HOLD LIFTED ON THE SPINE, not here — the English brief still holds this row. It was held while PA01's collapse target was open, and the ruling went against EX40: collapsing a plain-convulsion concept into a row that conditions it on a temperature above 40 would have made an IMCI general danger sign depend on a thermometer. PA01 went to EX33 instead and this row stands as the fever-plus-convulsion presentation it always was.",4,,,,,,machine_reviewed,,
EX41,paediatric,CRITICAL,,,first,no,usually third (the parent speaks); write first only if an older child would say it,utterance,,un enfant qui respire mal et devient bleu,v1_corpus,unreviewed,unverified: concept identity,"The v1 phrases were catalogued as 'existing phrase - no concept recorded', so there is no gloss to check this against. Confirm the French still describes the same presentation the Kinyarwanda row now describes before ruling on register.",,,,,,"applies=no inherited from the Kinyarwanda brief | v1 corpus string at this position, carried as a CANDIDATE. It is currently a noun_phrase rendered after a subject; as an utterance it needs the subject folded in.",,,
EX41,paediatric,CRITICAL,,,third,yes,usually third (the parent speaks); write first only if an older child would say it,utterance,CHILD_RELATIONS,{REL} a du mal a respirer et sa peau est devenue bleue.,new_draft,medium,unverified: no gloss,"THE SKIN, not the lips and not an unspecified colour, and the word is doing real work. Three concepts in this corpus describe a colour change and the speaker separates them lexically: CR03 is the LIPS turning blue, EX04 is the lips CHANGING COLOUR, and this row is 'uruhu rwe rwahindutse ubururu' — the SKIN turning blue. All three French rows were checked against each other through the splitter rule and none joins another. That separation is the whole point of the EX04 parity correction and it survives into French. 'devenue' agrees with 'peau' and 'sa peau' is FR-2.",4,,,,,,machine_reviewed,,
EX42,paediatric,URGENT,,,first,no,usually third (the parent speaks); write first only if an older child would say it,utterance,,,dropped,,,,,,,,,"applies=no inherited from the Kinyarwanda brief | v1 French dropped (collapsed into IF05): 'de la fievre et des boutons qui se propagent'. Recorded so the drop is visible, not silent.",,,
EX42,paediatric,URGENT,,,third,no,usually third (the parent speaks); write first only if an older child would say it,utterance,CHILD_RELATIONS,,,,,,,,,,,applies=no inherited from the Kinyarwanda brief,,,
EX43,paediatric,URGENT,,,first,no,usually third (the parent speaks); write first only if an older child would say it,utterance,,une forte fievre et refuse de manger,v1_corpus,unreviewed,unverified: concept identity,"The v1 phrases were catalogued as 'existing phrase - no concept recorded', so there is no gloss to check this against. Confirm the French still describes the same presentation the Kinyarwanda row now describes before ruling on register.",,,,,,"applies=no inherited from the Kinyarwanda brief | v1 corpus string at this position, carried as a CANDIDATE. It is currently a noun_phrase rendered after a subject; as an utterance it needs the subject folded in.",,,
EX43,paediatric,URGENT,,,third,yes,usually third (the parent speaks); write first only if an older child would say it,utterance,CHILD_RELATIONS,{REL} a une forte fievre et ne mange pas.,new_draft,medium,unverified: no gloss,"PARITY CORRECTION, owed and now paid. v1 French was 'une forte fievre et REFUSE de manger'; the speaker says 'ntarya', does not eat, and v1-cross-language-parity.md records that 'kwanga' (to refuse) appears nowhere in the speaker's phrases, the approved v1 vocabulary or the review sheet — the word exists in Rwandan usage and was not the one used. Refusing is a claim about intent that not eating does not make. The row keeps its needs_clinician flag.",4,,,,,,machine_reviewed,INHERITED — restate in French terms during the domain pass,
PA01,paediatric,CRITICAL,child convulsing,,first,no,usually third (the parent speaks); write first only if an older child would say it,utterance,,,,,,,,,,,,applies=no inherited from the Kinyarwanda brief,,,
PA01,paediatric,CRITICAL,child convulsing,,third,no,usually third (the parent speaks); write first only if an older child would say it,utterance,CHILD_RELATIONS,,dropped,,,,,,,,,"applies=no inherited from the Kinyarwanda brief | draft D146 dropped (collapsed into EX33): 'mon enfant fait une crise convulsive'. Recorded so the drop is visible, not silent.",,,
PA02,paediatric,CRITICAL,child too weak to breastfeed,IMCI general danger sign: not able to drink or breastfeed,first,no,usually third (the parent speaks); write first only if an older child would say it,utterance,,,,,,,,,,,,applies=no inherited from the Kinyarwanda brief,,,
PA02,paediatric,CRITICAL,child too weak to breastfeed,IMCI general danger sign: not able to drink or breastfeed,third,yes,usually third (the parent speaks); write first only if an older child would say it,utterance,CHILD_RELATIONS,{REL} est trop faible pour teter.,new_draft,medium,ok,"{REL} substituted for the sheet draft's hardcoded 'mon bebe'. 'faible' is epicene, so this survives CHILD_RELATIONS including 'Ma fille' unchanged.",4,'teter' is what the baby does and 'allaiter' what the mother does; OB12 uses 'allaiter'. Confirm both are right in their rows.,,,,"draft D148 from phrase_review_sheet.csv, Claude 2026-08-31, never reviewed. Written in carer voice already; needs {REL} substituted for the relation before it can expand.",machine_reviewed,,
PA03,paediatric,CRITICAL,child unconscious or floppy,IMCI general danger sign: lethargic or unconscious,first,no,usually third (the parent speaks); write first only if an older child would say it,utterance,,,,,,,,,,,,applies=no inherited from the Kinyarwanda brief,,,
PA03,paediatric,CRITICAL,child unconscious or floppy,IMCI general danger sign: lethargic or unconscious,third,yes,usually third (the parent speaks); write first only if an older child would say it,utterance,CHILD_RELATIONS,{REL} est sans force et ne se reveille pas.,new_draft,medium,ok,"FR-1, AND THE CHECK FOUND IT RATHER THAN THE EAR. Sheet draft D150 was 'mon enfant est MOU', and 'mou' has the irregular feminine 'molle' — wrong for 'Ma fille', who is in CHILD_RELATIONS. It is exactly the kind of word that slips through, because it does not look like it inflects. 'sans force' is invariable and is a closer rendering of the IMCI sign than a tone word anyway. The word was added to the FR-1 list with the other irregular feminines and the check now flags the retained sheet draft.",3,"FR-1, caught by the check rather than the ear: sheet draft D150's 'mou' has the irregular feminine 'molle' and CHILD_RELATIONS contains 'Ma fille'. 'sans force' is invariable. Confirm it renders the IMCI floppy/lethargic sign.",,,,"draft D150 from phrase_review_sheet.csv, Claude 2026-08-31, never reviewed. Written in carer voice already; needs {REL} substituted for the relation before it can expand.",machine_reviewed,,
PA04,paediatric,CRITICAL,child breathing fast with chest indrawing,IMCI: chest indrawing -> SEVERE PNEUMONIA,first,no,usually third (the parent speaks); write first only if an older child would say it,utterance,,,,,,,,,,,,applies=no inherited from the Kinyarwanda brief,,,
PA04,paediatric,CRITICAL,child breathing fast with chest indrawing,IMCI: chest indrawing -> SEVERE PNEUMONIA,third,yes,usually third (the parent speaks); write first only if an older child would say it,utterance,CHILD_RELATIONS,{REL} respire vite et le bas de sa poitrine rentre.,new_draft,medium,ok,"FLAG, AND IT POINTS AT A HELD ROW. This is chest indrawing, and CR04 — the adult concept for the same sign — is HELD in both persons precisely because the speaker has two rival descriptions of it and the ruling is not to choose between them. PA04 is a separate concept with its own IMCI anchor and is not held, so it is drafted; but the French wording chosen here is a choice about how to describe indrawing, and when CR04 is ruled the two rows should be made to agree. Recorded so that is not missed. 'thorax' from sheet draft D152 is dropped as clinician register (rule 1).",4,"Indrawing wording, paired with CR04. 'thorax' was dropped as clinician register; confirm 'le bas de sa poitrine rentre' is what a carer says.",,,,"draft D152 from phrase_review_sheet.csv, Claude 2026-08-31, never reviewed. Written in carer voice already; needs {REL} substituted for the relation before it can expand.",machine_reviewed,,
PA05,paediatric,URGENT,child with diarrhoea and sunken eyes,IMCI: SOME/SEVERE DEHYDRATION,first,no,usually third (the parent speaks); write first only if an older child would say it,utterance,,,,,,,,,,,,applies=no inherited from the Kinyarwanda brief,,,
PA05,paediatric,URGENT,child with diarrhoea and sunken eyes,IMCI: SOME/SEVERE DEHYDRATION,third,yes,usually third (the parent speaks); write first only if an older child would say it,utterance,CHILD_RELATIONS,{REL} a la diarrhee et les yeux enfonces.,new_draft,medium,ok,"'enfonces' agrees with 'yeux', a fixed masculine plural.",4,,,,,"draft D154 from phrase_review_sheet.csv, Claude 2026-08-31, never reviewed. Written in carer voice already; needs {REL} substituted for the relation before it can expand.",machine_reviewed,,
PA06,paediatric,URGENT,child with fever and rash,,first,no,usually third (the parent speaks); write first only if an older child would say it,utterance,,,,,,,,,,,,applies=no inherited from the Kinyarwanda brief,,,
PA06,paediatric,URGENT,child with fever and rash,,third,no,usually third (the parent speaks); write first only if an older child would say it,utterance,CHILD_RELATIONS,,dropped,,,,,,,,,"applies=no inherited from the Kinyarwanda brief | draft D156 dropped (collapsed into IF05): 'mon enfant a de la fievre et des boutons partout'. Recorded so the drop is visible, not silent.",,,
PA07,paediatric,URGENT,"child very thin, not gaining weight",IMCI: ACUTE MALNUTRITION (MUAC/oedema),first,no,usually third (the parent speaks); write first only if an older child would say it,utterance,,,,,,,,,,,,applies=no inherited from the Kinyarwanda brief,,,
PA07,paediatric,URGENT,"child very thin, not gaining weight",IMCI: ACUTE MALNUTRITION (MUAC/oedema),third,yes,usually third (the parent speaks); write first only if an older child would say it,utterance,CHILD_RELATIONS,{REL} est tres maigre et ne prend pas de poids.,new_draft,medium,ok,'maigre' is epicene.,4,,,,,"draft D158 from phrase_review_sheet.csv, Claude 2026-08-31, never reviewed. Written in carer voice already; needs {REL} substituted for the relation before it can expand.",machine_reviewed,,
PA08,paediatric,URGENT,child with ear pain and discharge,IMCI: ACUTE EAR INFECTION,first,yes,usually third (the parent speaks); write first only if an older child would say it,utterance,,J'ai mal a l'oreille et elle coule.,new_draft,medium,ok,"TWO THINGS, AND THE SECOND IS A DEFECT IN THE ENGLISH BRIEF. (1) The person. This row's person_note says 'usually third (the parent speaks); write first only if an older child would say it', so the first person is the CHILD speaking about their own ear. The English brief has 'My child's ear is hurting and there is fluid coming out' here — a carer's report, which is the THIRD person's speaker in a first-person slot. Session-state records the Kinyarwanda nearly making the same error on this exact row and says to read the person_note before writing a paediatric row; the English arm did not. The French first person is the child. (2) The divergence. The speaker's phrase is now 'Mfite umuhaha.', which NAMES A CONDITION and states neither the pain nor the discharge the gloss names — the NE05 and OB06 pattern. French follows the gloss, as English does, and the row keeps its needs_clinician flag: whether 'umuhaha' is acute otitis media specifically or any ear complaint is a clinical question, and if the gloss moves to the phrase this row moves with it.",4,"Ear discharge, and SAME QUESTION IN ALL THREE LANGUAGES. Also: this row is the CHILD speaking about their own ear, per the person_note. Confirm 'J'ai mal a l'oreille et elle coule' is how a child would say it and that 'elle coule' is not too blunt.",,,,"draft D160 from phrase_review_sheet.csv, Claude 2026-08-31, never reviewed",machine_reviewed,INHERITED — restate in French terms during the domain pass,
PA08,paediatric,URGENT,child with ear pain and discharge,IMCI: ACUTE EAR INFECTION,third,yes,usually third (the parent speaks); write first only if an older child would say it,utterance,CHILD_RELATIONS,{REL} a mal a l'oreille et elle coule.,new_draft,medium,ok,"Same divergence flag. Note that the Kinyarwanda block here dissolved rather than being answered: once 'umuhaha' turned out to be a condition name, the words for ear and for discharge stopped being needed at all.",4,Same ear question in the carer's voice.,,,,,machine_reviewed,INHERITED — restate in French terms during the domain pass,
PA09,paediatric,ROUTINE,child growth monitoring visit,IMCI: care of the well child,first,yes,usually third (the parent speaks); write first only if an older child would say it,utterance,,Je voudrais faire peser mon enfant.,new_draft,medium,ok,"Rule 12: a service concept whose beneficiary and requester differ, so the first person is the carer and rule 9's duplication test does not apply. Follows 'Ndashaka ko bapima ibiro by'umwana wanjye.' rather than sheet draft D162's 'j'amene mon enfant pour le suivi de la croissance', which describes the visit rather than the request.",4,,,,,"draft D162 from phrase_review_sheet.csv, Claude 2026-08-31, never reviewed",machine_reviewed,,
PA09,paediatric,ROUTINE,child growth monitoring visit,IMCI: care of the well child,third,yes,usually third (the parent speaks); write first only if an older child would say it,utterance,ADULT_RELATIONS,{REL} voudrait faire peser son enfant.,new_draft,medium,ok,"ADULT_RELATIONS, group A: {REL} is the carer and the child stays lexical, so no relation is a child and nothing goes circular.",4,,,,,,machine_reviewed,,
PA10,paediatric,ROUTINE,child due for vaccination,,first,no,usually third (the parent speaks); write first only if an older child would say it,utterance,,,,,,,,,,,,applies=no inherited from the Kinyarwanda brief,,,
PA10,paediatric,ROUTINE,child due for vaccination,,third,no,usually third (the parent speaks); write first only if an older child would say it,utterance,CHILD_RELATIONS,,dropped,,,,,,,,,"applies=no inherited from the Kinyarwanda brief | draft D164 dropped (collapsed into EX46): 'mon enfant doit recevoir ses vaccins'. Recorded so the drop is visible, not silent.",,,
EX44,preventive,ROUTINE,,,first,yes,,utterance,,J'ai un rendez-vous pour mon bilan annuel.,new_draft,medium,unverified: no gloss,"One of the four EX44-EX47 rows whose v1 text is a bare noun phrase declared form=utterance, so it rendered as a fragment with no main clause. The fix is the one the speaker used: prefix a verb. v1's unhyphenated 'rendez vous' is normalised to 'rendez-vous' here and at EX46; PR07's sheet draft already had the hyphen, so v1 and the sheet disagreed with each other.",4,,,,,"v1 corpus string at this position, carried as a CANDIDATE. It is currently a noun_phrase rendered after a subject; as an utterance it needs the subject folded in.",machine_reviewed,,
EX44,preventive,ROUTINE,,,third,no,"applies=no 2026-09-04. Ruled NO_RELATIONS — adult self-service, nobody presents on another's behalf. Same principle as the chronic_care five: leaving it open has walk.py offer a row that cannot generate. PR06 additionally settled a stale handover line that had said 'adult relations'. First person untouched.",utterance,NO_RELATIONS,,,,,,,,,,,applies=no inherited from the Kinyarwanda brief,,,
EX45,preventive,ROUTINE,,,first,yes,,utterance,,Je voudrais faire une analyse de sang.,new_draft,medium,unverified: no gloss,"Same fragment fix. Third is applies=no, NO_RELATIONS: adult self-service, rule 12's beneficiary-equals-requester case.",4,,,,,"v1 corpus string at this position, carried as a CANDIDATE. It is currently a noun_phrase rendered after a subject; as an utterance it needs the subject folded in.",machine_reviewed,,
EX45,preventive,ROUTINE,,,third,no,"applies=no 2026-09-04. Ruled NO_RELATIONS — adult self-service, nobody presents on another's behalf. Same principle as the chronic_care five: leaving it open has walk.py offer a row that cannot generate. PR06 additionally settled a stale handover line that had said 'adult relations'. First person untouched.",utterance,NO_RELATIONS,,,,,,,,,,,applies=no inherited from the Kinyarwanda brief,,,
EX46,preventive,ROUTINE,,,first,yes,,utterance,,J'ai un rendez-vous pour faire vacciner mon enfant.,new_draft,medium,unverified: no gloss,"Rule 12: this is a SERVICE concept where the beneficiary and the requester differ, so the first person is the CARER who walks in, not the child. That is why rule 9's duplication test does not apply to it. PA10 collapsed into this concept; its French ('mon enfant doit recevoir ses vaccins') is reserved by the collapse ruling and the Kinyarwanda second_phrasing slot is empty, so nothing is proposed.",4,,,,,"PA10 collapsed into this concept. Its French text was 'mon enfant doit recevoir ses vaccins' — consider it for second_phrasing_optional rather than letting it drop, where the Kinyarwanda kept both wordings. | v1 corpus string at this position, carried as a CANDIDATE. It is currently a noun_phrase rendered after a subject; as an utterance it needs the subject folded in.",machine_reviewed,,
EX46,preventive,ROUTINE,,,third,yes,,utterance,ADULT_RELATIONS,{REL} a un rendez-vous pour faire vacciner son enfant.,new_draft,medium,unverified: no gloss,"ADULT_RELATIONS, and the group-A ruling working as intended: {REL} is the carer, the child stays LEXICAL as 'son enfant', no relation is a child and nothing goes circular. 'son enfant' is FR-2 and needs no gender ruling.",4,,,,,,machine_reviewed,,
